Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c7g,0.50882026482250953,-,1
A relative or friend who is an OFW (overseas Filipino worker),c7g1,0.044618875514794799,+,1
Someone else,c7h,2.2613686852312163,-,1
My mother or father (or step/foster mother or father),c8a,3.1134857265575739,-,1
My brother or sister (or step/foster/half siblings),c8b,2.8386371165414435,-,1
A friend around my age,c8c,0.0022096413037697728,+,1
A teacher,c8d,0.00049525200689772833,+,1
Another adult I trust,c8e,1.1050190944671729,-,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c8f,0.70850197034150031,-,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c8g,1.2378776245967245,-,1
A relative or friend who is an OFW (overseas Filipino worker),c8g1,1.0392048997300445,-,1
Someone else,c8h,2.5183148118927936,-,1
My mother or father (or step/foster mother or father),c9a,0.64491841158983798,-,1
My brother or sister (or step/foster/half siblings),c9b,0.0032395002303644508,-,1
A friend around my age,c9c,0.61438048709775561,-,1
A teacher,c9d,0.049658927253058892,-,1
Another adult I trust,c9e,0.75582204409636866,-,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c9f,0.041791598822249053,-,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c9g,0.69483279343317184,-,1
A relative or friend who is an OFW (overseas Filipino worker),c9g1,0.32533135848615086,-,1
Someone else,c9h,1.0519929592964927,-,1
Making presentations,c10a,1.2589501276535171,-,1
Writing things,c10b,0.53295283186569697,+,1
Making pictures,c10c,0.7210382513661201,-,1
Practising something I am learning (e.g. maths or a language or music),c10d,0.7551427754192741,-,1
Checking out information on the school website,c10e,0.1156097093132774,+,1
Doing group work with other students,c10f,0.034034247149742153,-,1
Chatting online at school,c10g,0.10275401069518696,-,1
Communicating with teachers (e.g. submitting homework or asking a question),c10h,0.49529729449031479,-,1
Contributing to a school blog or online discussion,c10i,1.0282675855392744,-,1
I know how to save a photo that I find online,e1a,0.035758636068650665,+,1
I know how to change my privacy settings (e.g. on a social networking site),e1b,1.4276974865470193,+,1
I know how to use a programming language (e.g. HTML; XML; etc.),e1c,0.00097799330535903637,+,1
I know how to jailbreak; crack games and apps; change IP address,e1f1,1.3162563108645067,-,1
I know how to hide my IP address,e1f2,0.3780948739796145,-,1
I know how to set network settings (LAN; wi-fi; device-connection),e1f3,3.5216708731872739,+,1
I know how to hack certain files,e1f4,2.1007087974268868,-,1
I know how to set the firewall,e1f5,1.6888686568594564,-,1
I find it easy to find a website I have visited before,e1i,0.52495203392374279,+,1
I find it easy to check if the information I find online is true,e1g,5.1416047328982817,+,1
I find it easy to choose the best keywords for online searches,e1h,3.4502448091777889,+,1
Sometimes I end up on websites without knowing how I got there,e1k,6.6721893045614236,+,1
I know how to use incognito in browsing,e1k1,0.00072376112206819188,+,1
I know which information I should and shouldn't share online,e1l,5.057465333763302,+,1
I know how to remove people from my contact lists,e1m,1.8382053788582389,+,1
I know how to block,e1m1,2.9319786535303773,+,1
I know when I should and shouldn't share information online,e1n,9.2002443489454357,+,1
I know how to behave according to the situation online,e1o,4.7634317983966241,+,1
I know how to change who I share content with (e.g. friends; friends of friends or everyone),e1p,1.6960188094861299,+,1
I know how to report abusive posts or things that I find offending in social media (e.g. Facebook report abuse),e1p1,2.267749912604927,-,1
I know how to create something new from video or music that I found online,e1t,0.49192105640904316,+,1
I know how to post online video or music that I have created myself,e1q,1.1349765208755609,+,1
I know which different types of licences apply to online content,e1s,1.0068736300125134,-,1
I know how to edit or make basic changes to online content that others have created,e1r,0.04146666718505182,+,1
I know how to design a website,e1u,0.9074549784416398,+,1
I know how to install apps on a mobile device (e.g. phone or tablet),e1v,0.79638432416209826,+,1
I know how to safeguard my online expenses while using mobile apps,e1w,3.041664533692737,+,1
I know how to make an in-app purchase,e1x,6.3871789804492716,+,1
I know how to download and carck to full version some paid apps without paying a fee (e.g. torrent; etc.),e1x1,2.877424443933351,+,1
Deactivate the function showing my geographical position (on Facebook; Google Maps; etc.),e3a,2.4471903415740401,-,1
Connect to a Wi-Fi network,e3b,0.015156187152111745,+,1
Block push notifications from different apps,e3c,1.4621609597733571,+,1
Have the same documents; contacts or apps on all devices that I use (e.g. smartphone; tablet; PC),e3d,0.21965774412131689,+,1
Block pop ups which promote apps; games or services I have to pay for (unrequested windows that appear during web surfing),e3e,0.082064663123852258,-,1
Protect a smartphone with a PIN/with a screen pattern,e3f,0.48359834265022761,+,1
Update my status on the social networking site I use the most,e3g,1.2345144984379433,+,1
Find information on how to use smartphones safely,e3h,2.3052044678490713,+,1
Compare similar apps to choose the one that is most reliable,e3i,2.0733578910208461,+,1
Take a picture or a video with my smartphone and post it onto social media,e3j,0.10794462472969103,+,1
Twitter,d1d,0.43912140363282826,+,1
Viber,d1e,3.5873023611243918e-06,-,1
Skype,d1f,2.2691640915597211,+,1
Facebook,d1a,3.9992887554983643,-,1
Instagram,d1c,1.5243150316820611,+,1
WhatsApp,d1b,0.46587695439857291,+,1
YouTube,d1g,0.99907556803513742,+,1
Spotify,d1h,0.17404118421415307,-,1
Wikipedia,d1i,0.15005603781101909,+,1
Tumblr,d1j,0.22978918614592242,-,1
I find it easier to be myself online than when I am with people face-to-face,d2d,0.28562108544556331,+,1
I talk about different things online than I do when speaking to people face-to-face,d2e,0.36686831543750081,-,1
I talk about private things online which I do not talk about with people face-to-face,d2f,0.62163123707002332,-,1
I feel safe on the internet,d2a,1.9194760529891306,-,1
I find other people are kind and helpful on the internet,d2b,0.17214683638853459,-,1
I know what to do if someone acts online in a way I don't like,d2c,0.18761763361919517,+,1
null,d12,4.3725010425021837,+,1
null,d13,0.23797390949857322,+,1
Facebook/Messenger,d14a,4.0710346638655457,,5
Skype,d14b,2.6261958489431199,,5
Viber,d14c,2.0972369356045979,,5
WeChat,d14d,9.1384722012198196,,5
Instagram,d14e,7.6883522209073227,,5
Twitter,d14f,,,5
YouTube/Hangout (Google),d14g,3.7010496268010207,,5
Minecraft,d15a,3.7645162515836228,+,1
Warcraft DOTA,d15b,0.064527102760541272,-,1
DOTA 2,d15c,0.047527595088302288,-,1
League of Legends,d15d,1.0038842324175097,+,1
Counterstrike,d15e,1.5644625210864713,-,1
Others,d15f,0.53673247842433769,-,1
null,d7a,0.33790514136847738,+,1
null,d7b,0.051274944567627476,+,1
null,d7c,,-,1
null,d8,0.28913890415762461,-,1
A photo that clearly shows your face,d9a,0.39320222874229099,+,1
Your last name,d9b,0.0066926252271079798,+,1
Your address,d9c,0.1499831761041828,+,1
Your phone number,d9d,0.85659531121995147,+,1
Your school,d9e,0.58408024044333995,+,1
Your correct age,d9f,2.2990461258641153,+,1
An age that is not your real age,d9g,2.3086758802517702,-,1
Places you've dined and visited,d9j,0.92459848394477995,+,1
Pictures showing whole body,d9k,1.161098514610694,+,1
null,d10,0.6656912163990405,+,1
Looked for new friends or contacts on the internet,f1a,0.5741596906954235,-,1
Sent my personal information (e.g.; my full name; address or phone number) to someone I have never met face-to-face,f1b,1.7371087320099954,+,1
Added people to my friends or contacts I have never met face-to-face,f1c,2.2878126853363878,-,1
Pretended to be a different kind of person online from who I really am,f1d,0.60875023769992909,-,1
Sent a photo or video of myself to someone I have never met face-to-face,f1e,0.60652860652860663,-,1
Post my current location and those I had been to,f1f,0.16933172743819572,-,1
Post my new stuff and clothes,f1g,0.064465752038651403,+,1
Post messages or love quotes that pertain to the boy/girl whom I have a crush on,f1h,0.27342768761097641,-,1
Seek to get acquainted or befriend persons who are Non-Filipinos (foreigners),f1i,1.5316019895244526,-,1
Engage in chat activities with a person whom I only met on internet,f1j,1.9153554780788438,-,1
Do video calls with a person whom I only met on internet,f1k,0.0023943058694331186,+,1
Receive offers or gifts online,f1l,1.9082308569979718,-,1
null,f2,2.106495778135816,-,1
null,f3,2.2539527747086902e-05,-,1
null,f4,3.6601307189542491,+,1
null,f5,0.23999999999999999,-,1
I've met face to face with a person I just got acquainted on internet but is already known by my friends or relatives,f6a,6.5370843989769813,-,1
I've met face to face with a person I just got acquainted on internet and who is totally unknown to anyone I personally know,f6b,0.31890756302521001,+,1
I've met with a foreigner (different nationality),f6c,1.4063625450180075,-,1
I've personally met with an older person,f6d,2.8749999999999996,-,1
I've met face to face with a person I just got acquainted on internet and she/he was accompanied by another girl/boy,f6e,2.8009153318077802,-,1
I've met with another woman like myself whom i just got acquainted with on internet,f6f,,-,1
I've met with another man like myself whom i just got acquainted with on internet,f6g,3.3986842105263158,-,1
I've met with LGBT person (lesbian; gay; bisexual; transgender) whom i just got acquainted with on internet,f6h,1.7529069767441861,-,1
null,f8,1.0441761905374072,-,1
null,f11,2.8829904326632425,-,1
null,f12,2.9893719806763288,+,1
null,f13,,-,1
My mother or father (or step/foster mother or father),f14a,1.7466802860061288,+,1
My brother or sister (orstep/foster/half siblings),f14b,0.43338683788121996,-,1
Cousin,f14j,1.6655651024454725,+,1
Aunt/Uncle,f14k,0.17072814825623814,-,1
Grandfather/Grandmother,f14l,0.17072814825623814,-,1
Nanny,f14m,0.011362201742204264,-,1
A friend around my age,f14c,0.73898012100259314,-,1
Classmate,f14n,0.45668720550924252,-,1
Boyfriend/Girlfriend,f14o,0.072231139646869974,-,1
A teacher,f14d,0.12640449438202248,-,1
Someone whose job it is to help children,f14e,0.022982635342185906,-,1
Godfather/Godmother,f14p,0.072231139646869974,-,1
Priest/Pastor/Nun,f14q,0.022982635342185906,-,1
Neighbor,f14r,0.21864561190403886,-,1
Another adult I trust,f14f,0.098657166346944367,-,1
Someone else,f14g,0.085284960064979015,-,1
I didn't talk to anyone,f14h,0.059484467944481159,-,1
Prefer not to say,f14i,0.085284960064979015,-,1
null,f15,7.4891566265060243,+,1
I ignored the problem or hoped the problem would go away by itself,f16a,0.63686675180928043,+,1
I closed the window or app,f16b,0.26009852216748769,-,1
I felt a bit guilty about what went wrong,f16c,4.224475997295472,+,1
I tried to get the other person to leave me alone,f16d,0.14449917898193762,-,1
I tried to get back at the other person,f16e,0.0356997971602434,-,1
I stopped using the internet for a while,f16f,0.26009852216748769,-,1
I deleted any messages from the other person,f16g,0.24218876477254325,-,1
I changed my privacy/ contact settings,f16h,0.087413083581665954,-,1
I blocked the person from contacting me,f16i,0.20784128483703351,-,1
I reported the problem online  (e.g.; clicked on a ‘report abuse’ button; contacted an internet advisor or Internet Service Provider (ISP)),f16j,0.087413083581665954,-,1
Other actions taken,f16k,0.074011774600504635,-,1
null,f18,0.3012990879096345,-,1
null,f19,0.87774294670846398,-,1
null,f20a,0.28907102754928832,-,1
null,f20b,2.0211936090225562,-,1
By mobile phone calls,f21a,0.19940476190476192,-,1
By messages sent to me on my phone (SMS/TEXT or MMS),f21b,0.34515151515151515,-,1
On a social networking site (e.g. Facebook; Twitter etc.),f21c,0.82309582309582308,+,1
On a media sharing platform (YouTube; Instagram; Flickr),f21d,0.13764766307139192,-,1
By instant messaging (MSN; What’s app; Skype etc.),f21e,0.081867057673509283,-,1
In a chatroom,f21f,0.26815323041738137,-,1
In an online game,f21g,0.099850968703427731,-,1
Some other way,f21h,0.047585227272727272,-,1
Prefer not to say,f21i,0.031235431235431228,-,1
Nasty or hurtful messages were sent to me,f22a,0.40185238399318868,+,1
Nasty or hurtful messages were passed around or posted where others could see,f22b,0.0025393040098922494,-,1
I was left out or excluded from a group or activity on the internet,f22c,2.4790949335956713,-,1
I was threatened on the internet,f22d,0.72564195298372514,+,1
Other nasty or hurtful things happened to me on the internet,f22e,0.0016355671862555525,-,1
null,f23,1.3685925554580776,-,1
null,f24,0.1853971710200904,-,1
null,f25,1.2042036910457965,+,1
null,f26a,0.022143665158371056,+,1
null,f26b,3.8695945945945951,-,1
By mobile phone calls,f27a,,-,1
By messages sent by the phone (SMS/Text or MMS),f27b,,-,1
On a social networking site (e.g.; Facebook; Twitter),f27c,,-,1
By instant messaging (MSN; WhatsApp; Skype etc.),f27d,,-,1
On a media sharing platform (YouTube; Instagram; Flickr),f27e,,-,1
In a chatroom,f27f,,-,1
In an online game,f27g,,-,1
Some other way,f27h,,-,1
Prefer not to say,f27i,,-,1
null,f28,0.8389392229490793,+,1
null,f29,0.30666270666270662,-,1
In a magazine or book,f31a,0.023055332798716962,+,1
On television; film,f31b,1.340565762613007,-,1
Via a mobile phone; computer; tablet or anyother online device,f31c,0.20540589569161005,-,1
On an online video sharing platform (e.g. YouTube; [add local examples]),f32d,0.58543215649598579,+,1
On an online photo sharing platform (e.g. Instagram; Flickr; [add local examples]),f32e,0.18047262814704668,+,1
On a social networking site (e.g. Facebook; Twitter; [add local examples]),f32f,0.85808028776778755,+,1
In a chatroom,f32g,0.59908887928550847,+,1
In an online game,f32h,0.34758719541328242,-,1
On an adult/X-rated website,f32i,0.7351269420234936,-,1
By popups on the internet (unrequested windows that appear during web surfing),f32j,0.41475422725422717,+,1
By instant messaging (MSN; WhatsApp; Skype; [add local examples]),f32k,3.9317343413088088,+,1
By text (SMS); images (MMS); or otherwise on my mobile phone,f32l,0.20411503390226798,-,1
By Bluetooth,f32m,0.27507975895072667,-,1
In an advert,f32n,0.41475422725422717,+,1
Prefer not to say,f32o,0.066620879120879134,-,1
A sexual image or video of someone naked,f33a,1.7078651685393258,+,1
A sexual image or video that shows someone's 'private parts' [translate as appropriate],f33b,0.023865429139262755,+,1
An image or video that shows sexual acts or people having sex,f33c,0.17130857648099029,+,1
An image or video that shows sexual acts in a violent way,f33d,0.26492604617604637,-,1
Something else sexual or embarrassing,f33e,2.5985375423577675,+,1
null,f34,0.009265567890193626,-,1
null,f35,1.1701979612427373,-,1
By mobile phone calls,f37a,0.61306042884990253,-,1
By text messages sent to me on my phone (SMS/text or MMS),f37b,1.8219178082191787,-,1
On a social networking site (e.g.; Facebook; Twitter etc.),f37c,0.026306174643770552,-,1
On a media sharing platform (YouTube; Instagram; Flickr),f37d,0.0024529042386185244,-,1
By IM (MSN; WhatsApp; Skype; etc.),f37e,0.55506912442396306,-,1
In a chatroom (video chat),f37f,0.43217286914765907,+,1
In an online game,f37g,0.98684210526315785,-,1
In a gaming community (also on the Xbox and other game consoles),f37h,0.56450463292943709,-,1
By 'pop up' (something appears by accident),f37i,0.029296230276622457,-,1
null,f38,1.7086527929901425,-,1
null,f39,0.27764423076923078,-,1
I have sent someone a sexual message (e.g.; words; pictures or video) on the internet,f40a,0.82285714285714273,-,1
I have posted a sexual message (e.g.; words; pictures or video) where other people could see it on the internet,f40b,1.616326530612245,+,1
I have asked someone on the internet for sexual information about him or herself (like what his or her body looks like without clothes on or sexual things he or she has done),f40c,0.3428571428571428,-,1
Ways of physically harming or hurting themselves,f41a,0.00014868778722146563,-,1
Ways of committing suicide,f41b,,-,1
Ways to be very thin (such as being anorexic or bulimic),f41c,1.3124953411035885,-,1
Hate messages that attack certain groups or individuals (e.g.; people of different colour or religion or nationality),f41d,1.0275957490248231,-,1
Their experiences of taking drugs,f41e,1.0993137559794133,-,1
Gory or violent images,f41f,0.52605389512429401,+,1
Ways of courtship,f41g,0.20395791891393036,+,1
Ways how to find a relationship,f41h,0.27220527025140795,-,1
Ways to join in gambling,f41i,0.082759512494746709,-,1
null,f41j,,-,1
null,f41k,,-,1
About cheating,f41l,0.44161206476004639,-,1
null,f41m,,-,1
About drinking alcohol,f41n,0.099943448029883891,-,1
About smoking,f41o,0.069063677904129234,-,1
About bullying,f41p,0.17964177154813959,+,1
Somebody used my personal information in a way I didn't like,f43a,1.8819200031218153,-,1
The device (e.g.; phone; tablet; computer) I use got a virus or spyware,f43b,0.066308856374492992,-,1
I lost money by being cheated on the internet,f43c,0.26542758879069089,-,1
Somebody used my password to access my information or to pretend to be me,f43d,0.29849827474322155,-,1
Somebody created a page or image about me that was hostile or hurtful,f43e,1.2014441941067566,-,1
I spent too much money on online games or in-app purchases,f43f,1.2840449673017063,+,1
I was asked to make an in-app purchase when playing an online game (e.g.; to do well in the game),f43g,2.1369136517418994,-,1
Someone found out where I was because they tracked my phone or device,f43h,0.025589852340197779,-,1
I have gone without eating or sleeping because of the time I spent on the internet,f45a,0.0041299716281383561,-,1
I have experienced conflicts with family or friends because of the time I spent on the internet,f45b,0.21320206895225607,-,1
My grades have dropped because of the time I spent on the internet,f45c,0.051186031279472334,-,1
I have tried unsuccessfully to spend less time on the internet,f45d,0.95986410236966291,-,1
I think the amount of time I spend on the internet causes problems for me,f45e,0.033975958098559862,+,1
null,f45f,0.98529381731769872,+,1
null,h1,1.465488454608546,-,1
Your mother or father (including step/foster mother or father),h2a,10.357319730693897,+,1
Your brother or sister (including step siblings),h2b,0.24222277088625335,+,1
Cousin,h2i,1.2754670101527164,-,1
Aunt/Uncle,h2j,0.38703163110040112,+,1
Grandfather/Grandmother,h2k,0.12393526921421372,-,1
A friend around my age,h2c,0.10245453447209318,-,1
Boyfriend/Girlfriend,h2l,0.68676105155362699,-,1
A teacher,h2d,0.0041730608461009915,+,1
Classmate,h2m,0.27085724898742503,-,1
Someone whose job it is to help children [give examples if needed],h2e,0.4868964438789653,-,1
Nanny,h2n,0.095952486009847349,-,1
Godfather/Godmother,h2o,0.63651471560551087,-,1
Priest/Pastor/Nun,h2p,0.52880698629910861,+,1
Neighbor,h2q,1.4487399201209153e-05,-,1
Another adult you trust,h2f,1.6541903979181825,+,1
Someone else,h2g,0.73719592910004694,-,1
No one,h2h,1.3047332293063152,-,1
null,i1,3.2370468333249152,-,1
When I speak someone listens to what I say,i2a,1.7057069180386992,+,1
My family really tries to help me,i2b,0.15978536027258158,+,1
I feel safe at home,i2c,1.6148687764814673,+,1
My parent(s)/carer(s) sets rules about what I can do at home,i3b,0.46164450590362732,-,1
My parent(s)/carer(s) sets rules about what I can do outside the home,i3c,1.1590547633741557,-,1
My parent(s)/carer(s) tells me when I am doing something well,i3d,0.17133804800312685,-,1
My parent(s)/carer(s) praises me for behaving well,i3a,2.148476979270336,+,1
Encourages me to explore and learn things on the internet,i4a,0.44862410215579618,-,1
Suggests ways to use the internet safely,i4b,0.000100895144513866,+,1
Talks to me about what I do on the internet,i4c,1.2940190506693636,-,1
Sits with me while I use the internet,i4d,0.60543335433191581,-,1
Stays nearby when I use the internet,i4e,0.017862424308463489,+,1
Does shared activities together with me on the internet,i4f,0.019170575587009509,+,1
Talks to me about what to do if something online bothers or upsets me,i4g,0.063039879567387561,+,1
Helps me when something is difficult to do or find on the internet,i4h,0.79968113395006879,-,1
Explains why some websites are appropriate or inappropriate,i4i,0.028644195535226846,+,1
Helps me when something bothers me on the internet,i4j,0.074214314607178949,+,1
Talks to me about the commercial activities I am exposed to online,i4k,0.25700934579439244,+,1
Told my parent/carer about things that bother or upset me on the internet,i5a,0.6663434200712629,+,1
Helped my parent/carer to do something they found difficult on the internet,i5b,0.1582890551305714,-,1
Started a discussion with my parent/carer about what I do on the internet,i5c,1.1607563802430214,+,1
Asked for my parent's/carer's advice on how I should act online,i5d,1.6094651769834247,+,1
Asked my parent/carer for something that I have seen advertised online,i5e,0.052042295817340607,+,1
Ask for your parent's/carer's help with a situation on the internet that I could not handle,i5f,1.2064091905279581,-,1
Use a web or phone camera (e.g.; for Skype or video chat),i6a,0.80487789456379555,+,1
Download music or films,i6b,0.095034481499940357,-,1
Visit a social networking site (e.g.; Facebook; [insert local terms]),i6c,0.078079190452428865,-,1
Watch video clips (e.g.; on YouTube),i6d,2.5030655179322769,+,1
Play games with other people online,i6e,0.40074897690294903,+,1
Visit a chat room,i6f,0.63250360437003783,-,1
Use instant messaging,i6g,0.56903478782324102,+,1
Read/watch news online,i6h,1.9793095789392512,+,1
Use the internet for school work,i6i,1.5805532513434561,-,1
Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed]),i6j,0.0072568447211025016,+,1
Put (or post) photos; videos or music online to share with others (including social networking or instant messaging),i6k,6.4740458785061499,+,1
null,i7a,0.54548884430038913,+,1
null,i7b,1.6935552192045582,+,1
null,i7c,3.4781688853051524,+,1
null,i7d,4.3567860710717863,+,1
null,i7e,2.2076617464939585,-,1
null,i7f,0.14494531253362375,+,1
null,i7g,0.76422422842746163,+,1
null,i7h,0.41014112637724398,-,1
null,i7i,0.00016601790489632087,-,1
null,i8a,0.10902719762368894,+,1
null,i8b,0.022085732747296458,+,1
null,i8c,0.13453258793343881,+,1
null,i8d,0.2533705866338391,+,1
null,i8e,0.00088309699325899251,-,1
null,i8f,0.058280351195882527,+,1
null,j1,1.0524916943521596,-,1
Suggested ways to use the internet safely,j5a,0.019024271419894965,+,1
Encouraged me to explore and learn things on the internet,j5b,0.061617144630447596,+,1
Made rules about what I can do on the internet at school,j5c,0.030649316504087094,-,1
Helped me when I found something difficult to do or find on the internet,j5d,1.3727315479690649,-,1
Talked to me about what I do on the internet,j5e,2.2057694219394599,+,1
Explained why some websites are good or bad,j5f,2.0882818481747325,+,1
Suggested ways to behave towards other people online,j5g,0.32571194373091944,+,1
