Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
A sexual image or video of someone naked,f33a,4.064659816,+,1
Explained why some websites are good or bad,k2d,4.049067823,+,1
null,h1,3.950860574,-,1
Your mother or father (including step/foster mother or father),h2a,3.906888884,+,1
A friend around my age,c6c,3.719883715,-,1
null,a17a,3.664917163,+,1
By text messages sent to me on my phone (SMS/text or MMS),f37b,3.645941829,-,1
I think the amount of time I spend on the internet causes problems for me,f45e,3.629395636,+,1
I usually do as I am told,a20b,3.598136973,+,1
If someone opposes me; I can find ways to get what I want,a26b,3.581460449,+,1
I am a school student,a4a,3.538123012,+,1
I've met face to face with a person I just got acquainted on internet and she/he was accompanied by another girl/boy,f6e,3.533270451,-,1
null,a18,3.507413257,+,1
Put (or post) photos; videos or music online to share with others (including social networking or instant messaging),i6k,3.477578599,+,1
Priest/Pastor/Nun,h2p,3.459673139,+,1
By messages sent to me on my phone (SMS/TEXT or MMS),f21b,3.394578755,-,1
I learned something new by searching online,c4a,3.357078529,-,1
I feel safe at home,i2c,3.302570527,+,1
I find it easy to choose the best keywords for online searches,e1h,3.28374598,+,1
null,d10,3.280349884,+,1
Somebody created a page or image about me that was hostile or hurtful,f43e,3.262634342,-,1
Encouraged me to explore and learn things on the internet,k2b,3.262309166,+,1
I was asked to make an in-app purchase when playing an online game (e.g.; to do well in the game),f43g,3.199663838,-,1
Use a web or phone camera (e.g.; for Skype or video chat),i6a,3.091485117,+,1
I browsed for things to buy,c4hh,3.059741416,-,1
Cousin,h2i,2.986437463,-,1
Find information on how to use smartphones safely,e3h,2.907929666,+,1
I can talk about my problems with my friends,k1c,2.902235001,+,1
I signed a petition online,c4k,2.896734454,-,1
Brother (over 18),g9a,2.874726969,-,1
In an advert,f32n,2.848965517,+,1
Counterstrike,d15e,2.810787012,-,1
Grandfather/Grandmother,f14l,2.789800009,+,1
I can solve difficult problems if I try hard enough,a26a,2.789023158,+,1
A laptop or notebook computer,b7d,2.754341305,-,1
I talk about private things online which I do not talk about with people face-to-face,d2f,2.702248132,-,1
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,2.694734401,-,1
When I use the internet; I feel I want to achieve more in life.,a29b,2.641968953,-,1
Someone else,c6h,2.623666542,-,1
null,i1,2.589462432,-,1
About smoking,f41o,2.556264491,-,1
I posted photos or comments online (e.g. on Facebook or a blog),c4gg,2.530805744,-,1
null,a17,2.522618315,+,1
Their experiences of taking drugs,f41e,2.520319764,-,1
Asked for my parent's/carer's advice on how I should act online,i5d,2.519759462,+,1
Someone or somewhere else: please state____,a3l,2.488587235,+,1
I stopped using the internet for a while,f16f,2.488204718,-,1
I know how to remove people from my contact lists,e1m,2.46690815,+,1
I feel safe in the area where I live,k4a,2.455873667,+,1
Ways to be very thin (such as being anorexic or bulimic),f41c,2.446004642,-,1
I talked to family or friends who live further away (e.g. by Skype; Viber; FaceTime),c4q,2.43501206,-,1
I closed the window or app,f16b,2.42559287,-,1
I didn't talk to anyone,f14h,2.425221984,+,1
Because my parents are not around (i.e.; OFW),a22k,2.362372304,-,1
I get a lot of headaches; stomach-aches or sickness,a20h,2.341819341,+,1
I know how to hack certain files,e1f4,2.339914011,-,1
In general; talked to me about what I would do if something on the internet ever bothered me,j5i,2.312328858,+,1
null,f4,2.277828451,+,1
I am often unhappy; sad or tearful,a20i,2.274773374,+,1
null,i7c,2.265345852,+,1
null,d8,2.245742663,-,1
I have done something sexual on the internet when I did not want to,g3c,2.235912459,-,1
A desktop computer,b8c,2.221916037,-,1
On television; film,f31b,2.201664693,-,1
Started a discussion with my parent/carer about what I do on the internet,i5c,2.180413679,+,1
By mobile phone calls,f21a,2.17663113,-,1
DOTA 2,d15c,2.173697635,-,1
I do exciting things; even if they are dangerous,a24b,2.133653368,-,1
Wikipedia,d1i,2.120122221,+,1
Someone else,c9h,2.094286356,-,1
null,i8c,2.090719243,+,1
Because of the ethnic group I belong to,a22l,2.084572222,-,1
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,2.077598203,-,1
I use freeWIFI (at home; in school; coffee shop or cafés; malls; etc.),b9b,2.054009921,-,1
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,2.032921293,-,1
I've personally met with an older person,f6d,2.031082892,-,1
Somebody used my personal information in a way I didn't like,f43a,2.024857527,-,1
I have posted a sexual message (e.g.; words; pictures or video) where other people could see it on the internet,f40b,2.02247191,+,1
null,i7f,2.01491546,+,1
I've met face to face with a person I just got acquainted on internet but is already known by my friends or relatives,f6a,2.008928571,-,1
Ways of courtship,f41g,1.959571796,-,1
I know how to report abusive posts or things that I find offending in social media (e.g. Facebook report abuse),e1p1,1.931327707,-,1
Met personally with someone whom I met online (i.e.; eyeball),a25f,1.92861415,-,1
Sits with me while I use the internet,i4d,1.915018109,-,1
I know how to set network settings (LAN; wi-fi; device-connection),e1f3,1.909067902,+,1
I find other people are kind and helpful on the internet,d2b,1.90684782,-,1
Your last name,d9b,1.904589687,-,1
My brother or sister (orstep/foster/half siblings),f14b,1.88905008,-,1
I created a blog or story or website online,c4n,1.878775679,-,1
Someone found out where I was because they tracked my phone or device,f43h,1.844359981,-,1
Because of how I look or behave,a22h,1.84241547,-,1
Skype,d14b,1.838054946,,5
Had sexual intercourse,a25c,1.834627726,-,1
A friend around my age,f14c,1.829581865,-,1
I have sold an item online,c4hh2,1.80212115,-,1
null,a23,1.798712761,-,1
By 'pop up' (something appears by accident),f37i,1.775176924,-,1
null,d7a,1.774761037,+,1
I find it easy to find a website I have visited before,e1i,1.770005537,+,1
People seem to think I am not smart,a21b,1.761698268,-,1
Deactivate the function showing my geographical position (on Facebook; Google Maps; etc.),e3a,1.728430622,-,1
A sexual image or video that shows someone's 'private parts' [translate as appropriate],f33b,1.71168503,+,1
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,1.701283133,-,1
A laptop or notebook computer,b8d,1.681186222,-,1
null,b10a,1.678725446,-,1
Friend or acquaintance,g9g,1.672636246,+,1
Because of where my family is from,a22a,1.665334318,-,1
Been in trouble with my teachers for bad behaviour,a25d,1.665033365,-,1
YouTube/Hangout (Google),d14g,1.658258371,,5
My parent(s)/carer(s) praises me for behaving well,i3a,1.646179795,+,1
I can count on my friends when things go wrong,k1b,1.63405874,+,1
Others,b10e,1.623823346,-,1
Neighbor,f14r,1.603715018,-,1
Read/watch news online,i6h,1.581938797,+,1
I know how to block,e1m1,1.581510177,+,1
My teacher,b10d,1.579045753,-,1
At home,b6b,1.567735231,-,1
I find it easy to check if the information I find online is true,e1g,1.558460764,+,1
By text (SMS); images (MMS); or otherwise on my mobile phone,f32l,1.551724138,+,1
I looked for information about the place I want to go visit/eat,c4c2,1.547739372,-,1
I used instant messaging [insert local examples e.g. Viber; WhatsApp],c4r,1.533379631,-,1
My parent(s)/carer(s) sets rules about what I can do at home,i3b,1.503607677,+,1
A teacher,c8d,1.501573701,-,1
My family really tries to help me,i2b,1.488704037,+,1
Someone else,c8h,1.459326565,-,1
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,1.440979422,-,1
Hate messages that attack certain groups or individuals (e.g.; people of different colour or religion or nationality),f41d,1.428155065,-,1
I visited a social network site (e.g.; Facebook [add local examples]),c4p,1.427275742,-,1
No one,h2h,1.418347981,-,1
YouTube,d1g,1.409156462,+,1
Practising something I am learning (e.g. maths or a language or music),c10d,1.407368388,-,1
Added people to my friends or contacts I have never met face-to-face,f1c,1.403301756,-,1
On a social networking site (e.g.; Facebook; Twitter),f27c,1.401140012,-,1
I use a postpaid plan (i.e.; with contracts),b9a,1.375952646,-,1
In a gaming community (also on the Xbox and other game consoles),f37h,1.374151224,+,1
Because of my height or weight,a22d,1.370819993,+,1
Been in trouble with the police,a25e,1.360177951,-,1
In a chatroom,f21f,1.332770853,-,1
I have many fears and I am easily scared,a20j,1.320183871,+,1
I was left out or excluded from a group or activity on the internet,f22c,1.318541882,-,1
My parent(s)/carer(s) tells me when I am doing something well,i3d,1.317761263,-,1
Someone else,c7h,1.316354815,-,1
Looked for new friends or contacts on the internet,f1a,1.315616391,-,1
A smartphone [iPhone; Samsung Galaxy; Cherry Mobile; Star Mobile; etc],b7b,1.294397657,-,1
Your phone number,d9d,1.287956263,+,1
Aunt/Uncle,f14k,1.285053418,+,1
I do paid employment,a4c,1.279513397,-,1
Someone whose job it is to help children [give examples if needed],h2e,1.269771856,-,1
A smartphone [iPhone; Samsung Galaxy; Cherry Mobile; Star Mobile; etc],b8b,1.26872091,-,1
Something else sexual or embarrassing,f33e,1.263829787,+,1
I know how to save a photo that I find online,e1a,1.249157522,+,1
I checked out what things cost by looking online,c4hh1,1.246888323,-,1
I've met with another woman like myself whom i just got acquainted with on internet,f6f,1.244526902,-,1
I know how to hide my IP address,e1f2,1.24342534,+,1
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,1.22914891,-,1
In the home of friends or relatives,b6c,1.211604096,-,1
Boyfriend/Girlfriend,h2l,1.200954561,-,1
In a chatroom,f27f,1.200590261,-,1
Some other way,f27h,1.195793553,+,1
A games console [Playstation; Xbox; PSP; Nintendo; 3DS; etc],b8f,1.193758242,+,1
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,1.192962236,-,1
Because of not having enough money,a22f,1.190273822,-,1
On an adult/X-rated website,f32i,1.180612491,-,1
null,f35,1.179124929,-,1
Father or step-/foster father,g9d,1.122601039,-,1
Because of my sexual orientation,a22g,1.117701236,+,1
null,f2,1.116869235,-,1
Because I do not have a permanent residence / house,a22o,1.100087309,-,1
Because of my opinions or beliefs,a22i,1.080836116,-,1
In an online game,f37g,1.08012585,-,1
I reported the problem online  (e.g.; clicked on a ‘report abuse’ button; contacted an internet advisor or Internet Service Provider (ISP)),f16j,1.080038052,+,1
I often volunteer to help others (e.g.; parents; carers; teachers; children),a20w,1.075386208,+,1
I didn’t tell anyone about it,g9k,1.061318953,-,1
My mother or father (or step/foster mother or father),f14a,1.050938481,-,1
Friends who are older than me,b10c2,1.050440652,-,1
Helped me in the past when something has bothered me on the internet,j5h,1.047317444,-,1
null,i7h,1.041711778,+,1
A teacher,c6d,1.014231056,-,1
null,f38,1.000704382,-,1
I listened to music online (by downloading or streaming),c4bb,0.993988193,-,1
Schooling,a5,0.972651248,+,1
null,f3,0.96876182,-,1
A teacher,c7d,0.961771844,-,1
Boyfriend/Girlfriend,f14o,0.952711371,+,1
At school or college,b6a,0.941905162,-,1
I have talked about sexual acts with someone on the internet when I did not want to,g3b,0.937292933,-,1
Suggested ways to behave towards other people online,j5g,0.934010208,+,1
null,i8f,0.933286502,-,1
In an online game,f32h,0.931462545,-,1
I am a student in college,a4g,0.922150376,-,1
When I am somewhere by myself,b6f,0.916329496,-,1
Connect to a Wi-Fi network,e3b,0.912187129,+,1
Checked maps,c4c1,0.895743821,+,1
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,0.892828529,-,1
I know how to install apps on a mobile device (e.g. phone or tablet),e1v,0.878774948,+,1
Spotify,d1h,0.854534763,-,1
Asked my parent/carer for something that I have seen advertised online,i5e,0.838129995,-,1
Your address,d9c,0.833489946,-,1
I've met with a foreigner (different nationality),f6c,0.827385772,+,1
By IM (MSN; WhatsApp; Skype; etc.),f37e,0.8266775,-,1
null,f28,0.814917859,+,1
I've met with another man like myself whom i just got acquainted with on internet,f6g,0.814347569,-,1
By Bluetooth,f32m,0.809447331,-,1
I created my own video or music and uploaded it to share,c4m,0.784966491,-,1
Ways to join in gambling,f41i,0.783106752,-,1
Due to conflict / war in our area,a22m,0.780590004,-,1
Someone else,f14g,0.773701858,-,1
I re-posted or shared a social media post online,c4t1,0.769348897,-,1
I use prepaid offers (e.g. GOSurf; GIGASurf; etc.),b9d,0.768014431,-,1
I do unpaid work,a4d,0.74473686,-,1
By messages sent by the phone (SMS/Text or MMS),f27b,0.743671426,-,1
My spouse or partner (including boyfriend/girlfriend),a3g,0.742494924,-,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c8f,0.730957153,-,1
I know what to do if someone acts online in a way I don't like,d2c,0.726032454,+,1
I showed my friends or family something that I saw online,c4v,0.716723721,-,1
Post messages or love quotes that pertain to the boy/girl whom I have a crush on,f1h,0.709958981,-,1
I take things that are not mine from home; school or elsewhere,a20e,0.708184888,-,1
Siblings (including half; step or foster siblings),a3f,0.702651418,+,1
I am looking for work,a4e,0.700514549,-,1
I usually share with others (food; games; pens etc.),a20x,0.695668303,+,1
On a media sharing platform (YouTube; Instagram; Flickr),f21d,0.685293602,-,1
In an online game,f21g,0.685293602,-,1
null,f5,0.683501684,-,1
null,f8,0.671795956,-,1
Somebody used my password to access my information or to pretend to be me,f43d,0.671392731,-,1
I know how to post online video or music that I have created myself,e1q,0.663819423,+,1
null,i7a,0.660907359,-,1
Watch video clips (e.g.; on YouTube),i6d,0.658277487,+,1
A photo that clearly shows your face,d9a,0.649849322,-,1
Other (specify),g9i,0.648380787,-,1
By instant messaging (MSN; WhatsApp; Skype; [add local examples]),f32k,0.647492163,+,1
Prefer not to say,f32o,0.647492163,+,1
I played online games alone,c4y,0.6452282,-,1
null,a27,0.635009644,-,1
null,f34,0.62992002,+,1
I know which different types of licences apply to online content,e1s,0.629185222,-,1
I posted videos or music created by someone else,c4o,0.62894381,-,1
Prefer not to say,g9l,0.628606195,-,1
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,0.617426609,+,1
Ways how to find a relationship,f41h,0.612267052,-,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c8g,0.603739908,-,1
Because of my religion,a22c,0.600175824,-,1
Viber,d1e,0.585792141,+,1
I know how to jailbreak; crack games and apps; change IP address,e1f1,0.584714327,-,1
Some other way,f21h,0.573287818,+,1
In a chatroom (video chat),f37f,0.572670094,-,1
I have tried unsuccessfully to spend less time on the internet,f45d,0.570035443,+,1
Do video calls with a person whom I only met on internet,f1k,0.569568622,-,1
null,d13,0.562253877,+,1
Other actions taken,f16k,0.561526427,-,1
On an online photo sharing platform (e.g. Instagram; Flickr; [add local examples]),f32e,0.547421989,+,1
Father,a3b,0.546156454,-,1
I created my own artwork; designs and illustrations and uploaded them on the internet,c4o1,0.537038821,+,1
I have sent someone a sexual message (e.g.; words; pictures or video) on the internet,f40a,0.531327366,-,1
I've met with LGBT person (lesbian; gay; bisexual; transgender) whom i just got acquainted with on internet,f6h,0.531130487,+,1
My mother or father (or step/foster mother or father),c9a,0.521186441,-,1
Because of a disability,a22e,0.519308072,-,1
Classmate,f14n,0.516071107,+,1
Stays nearby when I use the internet,i4e,0.512245434,-,1
Checking out information on the school website,c10e,0.511315791,+,1
I have gone without eating or sleeping because of the time I spent on the internet,f45a,0.507329962,-,1
Update my status on the social networking site I use the most,e3g,0.496676851,+,1
Prefer not to say,f14i,0.488988042,-,1
A games console [Playstation; Xbox; PSP; Nintendo; 3DS; etc],b7f,0.485674465,+,1
By instant messaging (MSN; WhatsApp; Skype etc.),f27d,0.482777036,-,1
A friend around my age,c7c,0.479479184,-,1
I get worried when I ﬁnd out my friends are having fun without me ,k1d,0.478923138,-,1
Engage in chat activities with a person whom I only met on internet,f1j,0.478714327,-,1
null,f39,0.477824063,-,1
Missed school lessons without my parent(s)/carer(s) knowing,a25b,0.475069072,-,1
A teacher,c9d,0.472075246,-,1
By mobile phone calls,f27a,0.462112716,+,1
Your brother or sister (including step siblings),h2b,0.459606832,+,1
Skype,d1f,0.457920789,+,1
A friend around my age,c8c,0.457671942,-,1
A friend around my age,c9c,0.456784324,-,1
I used the internet to join a civic; religious or political group,c4l,0.455074077,+,1
Other people my age generally like me,a20p,0.447903131,+,1
null,f18,0.441788682,-,1
I used the internet for schoolwork,c4c,0.435106101,-,1
I looked for the news online,c4h,0.432718694,-,1
Take a picture or a video with my smartphone and post it onto social media,e3j,0.424943988,+,1
Someone else,h2g,0.423928065,-,1
About drinking alcohol,f41n,0.42208722,-,1
On a media sharing platform (YouTube; Instagram; Flickr),f27e,0.418444719,-,1
Contributing to a school blog or online discussion,c10i,0.414769242,-,1
Have the same documents; contacts or apps on all devices that I use (e.g. smartphone; tablet; PC),e3d,0.403781139,-,1
On a media sharing platform (YouTube; Instagram; Flickr),f37d,0.401902443,+,1
Use instant messaging,i6g,0.400701226,+,1
null,g4,0.397277593,-,1
I have asked someone on the internet for sexual information about him or herself (like what his or her body looks like without clothes on or sexual things he or she has done),f40c,0.39506392,-,1
Another adult I trust,c6e,0.393534985,+,1
A younger brother or sister,g9c,0.39290575,+,1
Warcraft DOTA,d15b,0.385332559,-,1
null,i8e,0.377495672,-,1
null,a14,0.374574456,-,1
PisoNet,b6g,0.371067935,+,1
Nasty or hurtful messages were sent to me,f22a,0.369376124,+,1
I know how to use incognito in browsing,e1k1,0.368509752,-,1
null,k3,0.365569716,+,1
Suggested ways to use the internet safely,j5a,0.364675032,+,1
By instant messaging (MSN; What’s app; Skype etc.),f21e,0.362907268,-,1
Someone whose job it is to help children,f14e,0.351539992,-,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c6g,0.34977757,+,1
I am usually on my own; I generally play alone or keep to myself,a20r,0.345271483,-,1
I deleted any messages from the other person,f16g,0.341747437,+,1
Another adult I trust,c9e,0.337281133,-,1
Step or foster mother,a3c,0.337175873,-,1
On a social networking site (e.g. Facebook; Twitter; [add local examples]),f32f,0.335038369,+,1
Relatives,b10b3,0.334692383,+,1
Writing things,c10b,0.329502087,+,1
Godfather/Godmother,h2o,0.325383484,-,1
I discussed political or social problems with other people online,c4i,0.325368654,-,1
Grandparent(s) or other relatives,a3e,0.32513019,-,1
I know how to change who I share content with (e.g. friends; friends of friends or everyone),e1p,0.321737531,-,1
Mother or step-/foster mother,g9e,0.320642126,-,1
Visit a social networking site (e.g.; Facebook; [insert local terms]),i6c,0.317114234,+,1
Twitter,d1d,0.3161116,+,1
null,d7b,0.309311944,+,1
Aunt/Uncle,h2j,0.309207572,+,1
My child or children,a3h,0.307640488,-,1
Talked to me about what I do on the internet,j5e,0.306043423,+,1
null,a19,0.303984081,+,1
null,f26b,0.300462199,+,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c7g,0.295344703,-,1
I know how to change my privacy settings (e.g. on a social networking site),e1b,0.289332491,+,1
I used the internet to talk to people from places or backgrounds different from mine,c4e,0.287994369,+,1
Helped my parent/carer to do something they found difficult on the internet,i5b,0.284496111,-,1
null,a22j,0.280030722,-,1
Protect a smartphone with a PIN/with a screen pattern,e3f,0.277244403,-,1
Use the internet for school work,i6i,0.277210633,-,1
Your correct age,d9f,0.272903425,+,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c9g,0.271607523,+,1
Godfather/Godmother,f14p,0.269080107,+,1
I fight a lot; I can make other people do what I want,a20c,0.267460233,+,1
I know how to use a programming language (e.g. HTML; XML; etc.),e1c,0.266158737,+,1
Mother,a3a,0.259672665,+,1
null,g5,0.25888244,+,1
On a social networking site (e.g.; Facebook; Twitter etc.),f37c,0.256864162,-,1
null,i8a,0.256828625,+,1
I am nervous in certain new situations; I easily lose confidence,a20g,0.256687211,+,1
null,d7c,0.254176267,+,1
A mobile phone that is not a smartphone,b8a,0.24477717,-,1
null,f19,0.241071429,+,1
Had so much alcohol that I got really drunk,a25a,0.24106066,+,1
I get called names or insulted by other children,a21d,0.237081332,-,1
About bullying,f41p,0.236547472,-,1
The device (e.g.; phone; tablet; computer) I use got a virus or spyware,f43b,0.232491531,-,1
Chatting online at school,c10g,0.23230246,-,1
I am often accused of lying or cheating,a20d,0.230766511,-,1
Suggested ways to use the internet safely,k2a,0.229528874,+,1
I know how to create something new from video or music that I found online,e1t,0.227509491,+,1
Friends who are the same age as I am,b10c1,0.224119873,-,1
I spent too much money on online games or in-app purchases,f43f,0.220838641,+,1
Helped me when I found something difficult to do or find on the internet,j5d,0.213020516,-,1
null,i7i,0.212863369,-,1
I find it easier to be myself online than when I am with people face-to-face,d2d,0.212800799,-,1
I got involved online in a local organisation or charity,c4f,0.210511571,-,1
Helps me when something is difficult to do or find on the internet,i4h,0.209826742,-,1
Block pop ups which promote apps; games or services I have to pay for (unrequested windows that appear during web surfing),e3e,0.209383476,-,1
I tried to get back at the other person,f16e,0.209032853,-,1
Talks to me about the commercial activities I am exposed to online,i4k,0.200595082,-,1
A tablet [iPad; Samsung Galaxy tab; PLDT Home tablet; etc],b8e,0.196849339,+,1
I worry a lot,a20f,0.192471049,+,1
Tumblr,d1j,0.190644518,+,1
Nanny,h2n,0.185337308,-,1
null,f26a,0.183808748,+,1
Facebook,d1a,0.183107394,-,1
Other adult relatives; such as aunts; uncles; or grandparents,g9f,0.175778861,-,1
My parent(s)/carer(s) sets rules about what I can do outside the home,i3c,0.175476994,-,1
Cousin,f14j,0.175038777,-,1
I tried to get the other person to leave me alone,f16d,0.174461021,-,1
Block push notifications from different apps,e3c,0.172971942,-,1
Via a mobile phone; computer; tablet or anyother online device,f31c,0.170088795,+,1
My grades have dropped because of the time I spent on the internet,f45c,0.167301317,-,1
Making pictures,c10c,0.167227117,-,1
My brother or sister (or step/foster/half siblings),c7b,0.165454076,-,1
Another adult I trust,c8e,0.162989016,-,1
null,f29,0.160573594,+,1
null,f13,0.157890557,-,1
null,i7e,0.156618709,-,1
Helps me when something bothers me on the internet,i4j,0.153197209,+,1
Visit a chat room,i6f,0.148186386,-,1
Helped me in the past when something has bothered me on the internet,k2f,0.147029956,-,1
I have experienced conflicts with family or friends because of the time I spent on the internet,f45b,0.146061856,-,1
I watched video clips (e.g. on YouTube [insert local examples]),c4x,0.145525705,-,1
Age,b3,0.144505387,+,1
Explains why some websites are appropriate or inappropriate,i4i,0.144434834,+,1
null,f15,0.144362736,-,1
I've met face to face with a person I just got acquainted on internet and who is totally unknown to anyone I personally know,f6b,0.143472474,-,1
null,c2,0.141317631,-,1
WhatsApp,d1b,0.140133364,-,1
Sent my personal information (e.g.; my full name; address or phone number) to someone I have never met face-to-face,f1b,0.138869719,+,1
I helped someone else who needed or wanted to go online,c4t,0.138205523,-,1
I used the internet to help somebody else,c4g,0.137998864,-,1
About cheating,f41l,0.13114524,-,1
I live in a foster home or children's home,a3j,0.129940498,-,1
Download music or films,i6b,0.128606168,-,1
By mobile phone calls,f37a,0.128369906,-,1
Other nasty or hurtful things happened to me on the internet,f22e,0.126571857,+,1
Step or foster father,a3d,0.126463134,-,1
Suggested ways to behave towards other people on the internet,k2e,0.123185054,+,1
When I speak someone listens to what I say,i2a,0.11863258,+,1
Ask for your parent's/carer's help with a situation on the internet that I could not handle,i5f,0.117165518,-,1
My parents,b10b1,0.116696612,+,1
null,a28,0.114278876,-,1
I do dangerous things for fun,a24a,0.108827095,-,1
In a chatroom,f32g,0.104093842,+,1
I ignored the problem or hoped the problem would go away by itself,f16a,0.100289248,+,1
A mobile phone that is not a smartphone,b7a,0.098656454,+,1
null,i8b,0.094489785,+,1
I was threatened on the internet,f22d,0.093801355,-,1
I live alone,a3k,0.086575649,-,1
Nanny,f14m,0.085910054,-,1
Priest/Pastor/Nun,f14q,0.085910054,-,1
Post my new stuff and clothes,f1g,0.085564983,+,1
My mother or father (or step/foster mother or father),c7a,0.082795643,-,1
Helped me when I found something difficult to do on the internet,k2c,0.07778752,+,1
Instagram,d1c,0.077213276,+,1
Prefer not to say,f21i,0.06933759,-,1
I participated in a site where people share my interests or hobbies,c4ff,0.067333884,-,1
Told my parent/carer about things that bother or upset me on the internet,i5a,0.066768558,-,1
Play games with other people online,i6e,0.064848678,-,1
I know how to edit or make basic changes to online content that others have created,e1r,0.062680097,+,1
Pretended to be a different kind of person online from who I really am,f1d,0.062038667,-,1
Because I am not studying (i.e.; out-of-school),a22n,0.060546788,-,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c9f,0.059735655,-,1
I played games with other people online,c4z,0.059152962,+,1
A relative or friend who is an OFW (overseas Filipino worker),c9g1,0.057580238,-,1
Prefer not to say,f27i,0.056575434,-,1
I get on better with adults than with people my own age,a20t,0.056499958,+,1
null,f12,0.052443944,-,1
null,a16,0.05152752,-,1
null,j1,0.051471701,+,1
A teacher,h2d,0.050358552,-,1
I am easily distracted and find it difficult to concentrate,a20n,0.046103555,+,1
Sister (over 18),g9b,0.04381242,+,1
null,i7g,0.043476608,+,1
Post my current location and those I had been to,f1f,0.043183286,+,1
I changed my privacy/ contact settings,f16h,0.041188315,+,1
null,c1,0.04094284,+,1
A relative or friend who is an OFW (overseas Filipino worker),c7g1,0.040508248,+,1
I lost money by being cheated on the internet,f43c,0.0397527,-,1
null,i7b,0.037238483,+,1
Parents (or relatives) of my spouse or partner,a3i,0.036944859,-,1
