Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
I used instant messaging [insert local examples e.g. Viber; WhatsApp],c4r,1.2870630783369248,,1
I visited a social network site (e.g.; Facebook [add local examples]),c4p,0.91108374384236468,,1
I helped someone else who needed or wanted to go online,c4t,7.2416618517983533,,1
I talked to family or friends who live further away (e.g. by Skype; Viber; FaceTime),c4q,0.2494662267080747,,1
I commented on the updates that friends or family have put online,c4u,0.40787623803928147,,1
I re-posted or shared a social media post online,c4t1,3.4473214285714286,,1
I showed my friends or family something that I saw online,c4v,0.4618159618159618,,1
I visited a chatroom to meet new people [insert local examples],c4w,1.609856442577031,,1
I watched video clips (e.g. on YouTube [insert local examples]),c4x,1.3919453510436441,,1
I played online games alone,c4y,0.70134827810266398,,1
I played games with other people online,c4z,2.1461538461538456,,1
I listened to music online (by downloading or streaming),c4bb,1.867764705882353,,1
I watched my favourite TV shows,c4cc,1.5892678749821609,,1
I joined a fan site (of a celebrity or popular band),c4cc1,0.64939285714285722,,1
I posted photos or comments online (e.g. on Facebook or a blog),c4gg,4.8984374999999991,,1
I looked for health information for myself or someone I know,c4ee,0.52240745679659706,,1
I participated in a site where people share my interests or hobbies,c4ff,3.4666409935496292,,1
I browsed for things to buy,c4hh,0.98822431730311866,,1
I checked out what things cost by looking online,c4hh1,3.7681617025508429,,1
I have sold an item online,c4hh2,3.1262755102040818,,1
My mother or father (or step/foster mother or father),c6a,1.7998306041784307,,1
My brother or sister (or step/foster/half siblings),c6b,0.94042553191489398,,1
A friend around my age,c6c,1.7026684555754326,,1
A teacher,c6d,2.1502649136577707,,1
Another adult I trust,c6e,2.7993109388458226,,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c6f,1.9081439393939394,,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c6g,5.1425659937888204,,1
A relative or friend who is an OFW (overseas Filipino worker),c6g1,1.5880681818181817,,1
Someone else,c6h,6.7653061224489797,,1
My mother or father (or step/foster mother or father),c7a,3.0303030303030303,,1
My brother or sister (or step/foster/half siblings),c7b,2.0904208404208404,,1
A friend around my age,c7c,6.1267528397963176,,1
A teacher,c7d,0.57483811285846442,,1
Another adult I trust,c7e,2.0955291551882462,,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c7f,1.0313447927199193,,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c7g,1.7374971091581872,,1
A relative or friend who is an OFW (overseas Filipino worker),c7g1,1.1037461180124224,,1
Someone else,c7h,6.5972222222222223,,1
My mother or father (or step/foster mother or father),c8a,0.033990399844058328,,1
My brother or sister (or step/foster/half siblings),c8b,4.3353313353313361,,1
A friend around my age,c8c,3.722144522144522,,1
A teacher,c8d,0.45119531631159537,,1
Another adult I trust,c8e,6.6781256024677074,,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c8f,0.43107448107448121,,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c8g,1.2928001876172608,,1
A relative or friend who is an OFW (overseas Filipino worker),c8g1,1.2820228866740493,,1
Someone else,c8h,2.8125000000000004,,1
My mother or father (or step/foster mother or father),c9a,0.59346567411083517,,1
My brother or sister (or step/foster/half siblings),c9b,0.23336761760407077,,1
A friend around my age,c9c,0.55479161361514318,,1
A teacher,c9d,0.40519480519480516,,1
Another adult I trust,c9e,0.69462568681318682,,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c9f,0.92967032967032925,,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c9g,2.3489010989010985,,1
A relative or friend who is an OFW (overseas Filipino worker),c9g1,0.47459345729241925,,1
Someone else,c9h,1.5734265734265733,,1
Making presentations,c10a,2.4155578898225958,,1
Writing things,c10b,0.35874349739895928,,1
Making pictures,c10c,3.2152613367328353,,1
Practising something I am learning (e.g. maths or a language or music),c10d,0.24581041125158773,,1
Checking out information on the school website,c10e,3.9160908265745324,,1
Doing group work with other students,c10f,0.14561830738301323,,1
Chatting online at school,c10g,0.55148982669991087,,1
Communicating with teachers (e.g. submitting homework or asking a question),c10h,3.884278711484594,,1
Contributing to a school blog or online discussion,c10i,5.8572341980270375,,1
I know how to save a photo that I find online,e1a,4.2313266083055794,,1
I know how to change my privacy settings (e.g. on a social networking site),e1b,11.095834328714764,,1
I know how to use a programming language (e.g. HTML; XML; etc.),e1c,5.7911860396332457,,1
I know how to jailbreak; crack games and apps; change IP address,e1f1,6.0432658225470997,,1
I know how to hide my IP address,e1f2,9.9354295437183158,,1
I know how to set network settings (LAN; wi-fi; device-connection),e1f3,5.7936733982130395,,1
I know how to hack certain files,e1f4,5.6457142857142868,,1
I know how to set the firewall,e1f5,,,1
I find it easy to find a website I have visited before,e1i,0.51696072253728209,,1
I find it easy to check if the information I find online is true,e1g,5.5675096125406691,,1
I find it easy to choose the best keywords for online searches,e1h,2.9313333249341706,,1
Sometimes I end up on websites without knowing how I got there,e1k,5.5675096125406691,,1
I know how to use incognito in browsing,e1k1,0.80284667352103034,,1
I know which information I should and shouldn't share online,e1l,2.6595720069404289,,1
I know how to remove people from my contact lists,e1m,1.3812784776199414,,1
I know how to block,e1m1,10.700616169544741,,1
I know when I should and shouldn't share information online,e1n,5.5345678360101447,,1
I know how to behave according to the situation online,e1o,2.9354529616724743,,1
I know how to change who I share content with (e.g. friends; friends of friends or everyone),e1p,11.374839995169665,,1
I know how to report abusive posts or things that I find offending in social media (e.g. Facebook report abuse),e1p1,9.2549375436593486,,1
I know how to create something new from video or music that I found online,e1t,4.1677179962894249,,1
I know how to post online video or music that I have created myself,e1q,4.2328042328042326,,1
I know which different types of licences apply to online content,e1s,5.6867701863354041,,1
I know how to edit or make basic changes to online content that others have created,e1r,4.2584302035916863,,1
I know how to design a website,e1u,1.7275836092012562,,1
I know how to install apps on a mobile device (e.g. phone or tablet),e1v,1.5937328401993902,,1
I know how to safeguard my online expenses while using mobile apps,e1w,4.8134174670906296,,1
I know how to make an in-app purchase,e1x,10.426303854875282,,1
I know how to download and carck to full version some paid apps without paying a fee (e.g. torrent; etc.),e1x1,15.658862876254179,,1
Deactivate the function showing my geographical position (on Facebook; Google Maps; etc.),e3a,2.4002489884842828,,1
Connect to a Wi-Fi network,e3b,1.9833333333333334,,1
Block push notifications from different apps,e3c,9.1435428188369396,,1
Have the same documents; contacts or apps on all devices that I use (e.g. smartphone; tablet; PC),e3d,11.292672413793104,,1
Block pop ups which promote apps; games or services I have to pay for (unrequested windows that appear during web surfing),e3e,7.7037037037037033,,1
Protect a smartphone with a PIN/with a screen pattern,e3f,9.6285288384359617,,1
Update my status on the social networking site I use the most,e3g,8.9174225245653815,,1
Find information on how to use smartphones safely,e3h,6.3759140883323893,,1
Compare similar apps to choose the one that is most reliable,e3i,5.4154995331465923,,1
Take a picture or a video with my smartphone and post it onto social media,e3j,0.7260416666666667,,1
Twitter,d1d,2.8396210163652027,,1
Viber,d1e,3.2426303854875282,,1
Skype,d1f,1.1555555555555554,,1
Facebook,d1a,2.3613526570048307,,1
Instagram,d1c,2.1625396825396828,,1
WhatsApp,d1b,1.1895424836601305,,1
YouTube,d1g,2.9469431153641685,,1
Spotify,d1h,1.1266666666666665,,1
Wikipedia,d1i,8.2911111111111122,,1
Tumblr,d1j,3.0588235294117645,,1
I find it easier to be myself online than when I am with people face-to-face,d2d,2.7340830709251764,,1
I talk about different things online than I do when speaking to people face-to-face,d2e,1.5019154456654455,,1
I talk about private things online which I do not talk about with people face-to-face,d2f,1.3028874269005848,,1
I feel safe on the internet,d2a,1.0662942834138487,,1
I find other people are kind and helpful on the internet,d2b,1.5920459502690121,,1
I know what to do if someone acts online in a way I don't like,d2c,2.7375712232431608,,1
null,d12,2.4172466422466425,,1
null,d13,,,1
Facebook/Messenger,d14a,,,5
Skype,d14b,,,5
Viber,d14c,,,5
WeChat,d14d,,,5
Instagram,d14e,,,5
Twitter,d14f,,,5
YouTube/Hangout (Google),d14g,,,5
Minecraft,d15a,0.23165819687558814,,1
Warcraft DOTA,d15b,0.65031746031746018,,1
DOTA 2,d15c,1.9347619047619045,,1
League of Legends,d15d,1.2963624338624333,,1
Counterstrike,d15e,0.34886621315192728,,1
Others,d15f,0.65337566137566117,,1
null,d7a,,,1
null,d7b,,,1
null,d7c,,,1
null,d8,0.9682819854514334,,1
A photo that clearly shows your face,d9a,4.3902296777296765,,1
Your last name,d9b,6.1314814814814822,,1
Your address,d9c,2.4945868945868939,,1
Your phone number,d9d,0.43530364372469643,,1
Your school,d9e,5.7723668144720781,,1
Your correct age,d9f,7.0228246826487286,,1
An age that is not your real age,d9g,3.6375048101803307,,1
Places you've dined and visited,d9j,1.2434800493624016,,1
Pictures showing whole body,d9k,3.1070216548157723,,1
null,d10,6.1267243867243861,,1
Looked for new friends or contacts on the internet,f1a,0.07206682206682212,,1
Sent my personal information (e.g.; my full name; address or phone number) to someone I have never met face-to-face,f1b,1.6724792683871967,,1
Added people to my friends or contacts I have never met face-to-face,f1c,4.8861726508785335,,1
Pretended to be a different kind of person online from who I really am,f1d,1.8518872431915909,,1
Sent a photo or video of myself to someone I have never met face-to-face,f1e,1.2389122767095233,,1
Post my current location and those I had been to,f1f,1.6794281592235563,,1
Post my new stuff and clothes,f1g,0.63779032043237516,,1
Post messages or love quotes that pertain to the boy/girl whom I have a crush on,f1h,2.3575912578470124,,1
Seek to get acquainted or befriend persons who are Non-Filipinos (foreigners),f1i,,,1
Engage in chat activities with a person whom I only met on internet,f1j,4.0509044526901663,,1
Do video calls with a person whom I only met on internet,f1k,0.14594604075396383,,1
Receive offers or gifts online,f1l,4.0195378151260508,,1
null,f2,8.5046296296296298,,1
null,f3,0.74093293023205398,,1
null,f4,0.83333333333333326,,1
null,f5,,,1
I've met face to face with a person I just got acquainted on internet but is already known by my friends or relatives,f6a,3.7500000000000004,,1
I've met face to face with a person I just got acquainted on internet and who is totally unknown to anyone I personally know,f6b,3.0,,1
I've met with a foreigner (different nationality),f6c,6.0,,1
I've personally met with an older person,f6d,2.4000000000000004,,1
I've met face to face with a person I just got acquainted on internet and she/he was accompanied by another girl/boy,f6e,,,1
I've met with another woman like myself whom i just got acquainted with on internet,f6f,,,1
I've met with another man like myself whom i just got acquainted with on internet,f6g,,,1
I've met with LGBT person (lesbian; gay; bisexual; transgender) whom i just got acquainted with on internet,f6h,5.0,,1
null,f8,2.2222222222222219,,1
null,f11,8.5249920534011459,,1
null,f12,5.3981481481481479,,1
null,f13,,,1
My mother or father (or step/foster mother or father),f14a,5.3981481481481479,,1
My brother or sister (orstep/foster/half siblings),f14b,0.91666666666666674,,1
Cousin,f14j,4.2777777777777777,,1
Aunt/Uncle,f14k,1.7569444444444451,,1
Grandfather/Grandmother,f14l,1.7569444444444451,,1
Nanny,f14m,,,1
A friend around my age,f14c,3.4374999999999996,,1
Classmate,f14n,2.5972222222222228,,1
Boyfriend/Girlfriend,f14o,2.0370370370370372,,1
A teacher,f14d,0.91666666666666674,,1
Someone whose job it is to help children,f14e,,,1
Godfather/Godmother,f14p,0.91666666666666674,,1
Priest/Pastor/Nun,f14q,,,1
Neighbor,f14r,,,1
Another adult I trust,f14f,0.91666666666666674,,1
Someone else,f14g,,,1
I didn't talk to anyone,f14h,0.35648148148148145,,1
Prefer not to say,f14i,,,1
null,f15,10.999999999999998,,1
I ignored the problem or hoped the problem would go away by itself,f16a,3.5416666666666665,,1
I closed the window or app,f16b,,,1
I felt a bit guilty about what went wrong,f16c,5.3125000000000009,,1
I tried to get the other person to leave me alone,f16d,1.1111111111111112,,1
I tried to get back at the other person,f16e,,,1
I stopped using the internet for a while,f16f,,,1
I deleted any messages from the other person,f16g,1.4285714285714286,,1
I changed my privacy/ contact settings,f16h,1.1111111111111112,,1
I blocked the person from contacting me,f16i,2.5,,1
I reported the problem online  (e.g.; clicked on a ‘report abuse’ button; contacted an internet advisor or Internet Service Provider (ISP)),f16j,0.3125,,1
Other actions taken,f16k,,,1
null,f18,0.9624719873839479,,1
null,f19,1.4768518518518519,,1
null,f20a,4.9500000000000002,,1
null,f20b,2.9249999999999998,,1
By mobile phone calls,f21a,,,1
By messages sent to me on my phone (SMS/TEXT or MMS),f21b,,,1
On a social networking site (e.g. Facebook; Twitter etc.),f21c,,,1
On a media sharing platform (YouTube; Instagram; Flickr),f21d,,,1
By instant messaging (MSN; What’s app; Skype etc.),f21e,,,1
In a chatroom,f21f,,,1
In an online game,f21g,,,1
Some other way,f21h,,,1
Prefer not to say,f21i,,,1
Nasty or hurtful messages were sent to me,f22a,5.6228571428571437,,1
Nasty or hurtful messages were passed around or posted where others could see,f22b,1.4768518518518521,,1
I was left out or excluded from a group or activity on the internet,f22c,3.2727272727272729,,1
I was threatened on the internet,f22d,1.6666666666666665,,1
Other nasty or hurtful things happened to me on the internet,f22e,1.2342857142857142,,1
null,f23,,,1
null,f24,2.3676498865892803,,1
null,f25,0.80357142857142871,,1
null,f26a,0.0,,1
null,f26b,5.9625000000000004,,1
By mobile phone calls,f27a,,,1
By messages sent by the phone (SMS/Text or MMS),f27b,,,1
On a social networking site (e.g.; Facebook; Twitter),f27c,,,1
By instant messaging (MSN; WhatsApp; Skype etc.),f27d,,,1
On a media sharing platform (YouTube; Instagram; Flickr),f27e,,,1
In a chatroom,f27f,,,1
In an online game,f27g,,,1
Some other way,f27h,,,1
Prefer not to say,f27i,,,1
null,f28,11.568363844393593,,1
null,f29,1.4318452380952378,,1
In a magazine or book,f31a,0.022446689113355772,,1
On television; film,f31b,0.92031425364758701,,1
Via a mobile phone; computer; tablet or anyother online device,f31c,3.9583333333333339,,1
On an online video sharing platform (e.g. YouTube; [add local examples]),f32d,2.109375,,1
On an online photo sharing platform (e.g. Instagram; Flickr; [add local examples]),f32e,0.41666666666666663,,1
On a social networking site (e.g. Facebook; Twitter; [add local examples]),f32f,4.3229166666666679,,1
In a chatroom,f32g,1.6071428571428572,,1
In an online game,f32h,,,1
On an adult/X-rated website,f32i,,,1
By popups on the internet (unrequested windows that appear during web surfing),f32j,2.25,,1
By instant messaging (MSN; WhatsApp; Skype; [add local examples]),f32k,1.6071428571428572,,1
By text (SMS); images (MMS); or otherwise on my mobile phone,f32l,2.0192307692307696,,1
By Bluetooth,f32m,,,1
In an advert,f32n,1.1505681818181817,,1
Prefer not to say,f32o,0.93750000000000022,,1
A sexual image or video of someone naked,f33a,1.0769230769230769,,1
A sexual image or video that shows someone's 'private parts' [translate as appropriate],f33b,6.0808080808080804,,1
An image or video that shows sexual acts or people having sex,f33c,4.5500000000000007,,1
An image or video that shows sexual acts in a violent way,f33d,1.5166666666666666,,1
Something else sexual or embarrassing,f33e,2.8636363636363642,,1
null,f34,3.9419964182159308,,1
null,f35,3.2625000000000002,,1
By mobile phone calls,f37a,1.5999999999999999,,1
By text messages sent to me on my phone (SMS/text or MMS),f37b,1.1111111111111112,,1
On a social networking site (e.g.; Facebook; Twitter etc.),f37c,3.8888888888888888,,1
On a media sharing platform (YouTube; Instagram; Flickr),f37d,,,1
By IM (MSN; WhatsApp; Skype; etc.),f37e,0.90000000000000002,,1
In a chatroom (video chat),f37f,1.4785714285714286,,1
In an online game,f37g,0.90000000000000002,,1
In a gaming community (also on the Xbox and other game consoles),f37h,6.1904761904761898,,1
By 'pop up' (something appears by accident),f37i,0.51428571428571435,,1
null,f38,2.3809523809523805,,1
null,f39,,,1
I have sent someone a sexual message (e.g.; words; pictures or video) on the internet,f40a,,,1
I have posted a sexual message (e.g.; words; pictures or video) where other people could see it on the internet,f40b,,,1
I have asked someone on the internet for sexual information about him or herself (like what his or her body looks like without clothes on or sexual things he or she has done),f40c,,,1
Ways of physically harming or hurting themselves,f41a,2.0522568464144557,,1
Ways of committing suicide,f41b,,,1
Ways to be very thin (such as being anorexic or bulimic),f41c,3.191215034965035,,1
Hate messages that attack certain groups or individuals (e.g.; people of different colour or religion or nationality),f41d,5.3226773226773236,,1
Their experiences of taking drugs,f41e,3.2759538598047921,,1
Gory or violent images,f41f,1.7272749180643914,,1
Ways of courtship,f41g,7.7803030303030303,,1
Ways how to find a relationship,f41h,3.0699796657243468,,1
Ways to join in gambling,f41i,1.1599511599511603,,1
null,f41j,,,1
null,f41k,,,1
About cheating,f41l,4.5055900621118008,,1
null,f41m,,,1
About drinking alcohol,f41n,4.4351526364477341,,1
About smoking,f41o,1.5496324006962305,,1
About bullying,f41p,3.4239798662875587,,1
Somebody used my personal information in a way I didn't like,f43a,5.4853729603729597,,1
The device (e.g.; phone; tablet; computer) I use got a virus or spyware,f43b,0.36595006266268193,,1
I lost money by being cheated on the internet,f43c,0.78592985020094974,,1
Somebody used my password to access my information or to pretend to be me,f43d,0.29912536443148696,,1
Somebody created a page or image about me that was hostile or hurtful,f43e,,,1
I spent too much money on online games or in-app purchases,f43f,3.4944444444444445,,1
I was asked to make an in-app purchase when playing an online game (e.g.; to do well in the game),f43g,3.3484848484848486,,1
Someone found out where I was because they tracked my phone or device,f43h,1.3903743315508019,,1
I have gone without eating or sleeping because of the time I spent on the internet,f45a,4.7779637242552848,,1
I have experienced conflicts with family or friends because of the time I spent on the internet,f45b,0.081810550560550532,,1
My grades have dropped because of the time I spent on the internet,f45c,6.7605009724574945,,1
I have tried unsuccessfully to spend less time on the internet,f45d,6.096930634015032,,1
I think the amount of time I spend on the internet causes problems for me,f45e,1.7550886438758293,,1
null,f45f,5.4625976042590949,,1
null,h1,2.2930962962962962,,1
Your mother or father (including step/foster mother or father),h2a,4.8631957671957675,,1
Your brother or sister (including step siblings),h2b,0.21003401360544202,,1
Cousin,h2i,0.076930612244898056,,1
Aunt/Uncle,h2j,0.73451895043731796,,1
Grandfather/Grandmother,h2k,0.85399470899470875,,1
A friend around my age,h2c,4.7110559006211181,,1
Boyfriend/Girlfriend,h2l,3.1262755102040813,,1
A teacher,h2d,0.38603174603174628,,1
Classmate,h2m,2.4030476190476193,,1
Someone whose job it is to help children [give examples if needed],h2e,,,1
Nanny,h2n,,,1
Godfather/Godmother,h2o,2.2053571428571428,,1
Priest/Pastor/Nun,h2p,3.3657142857142857,,1
Neighbor,h2q,0.18229276895943569,,1
Another adult you trust,h2f,2.3099595687331536,,1
Someone else,h2g,2.2053571428571428,,1
No one,h2h,,,1
null,i1,2.3607788410419994,,1
When I speak someone listens to what I say,i2a,3.5751748251748259,,1
My family really tries to help me,i2b,0.30335439961108418,,1
I feel safe at home,i2c,0.76265357905982911,,1
My parent(s)/carer(s) sets rules about what I can do at home,i3b,3.2134939843558183,,1
My parent(s)/carer(s) sets rules about what I can do outside the home,i3c,4.8725725867269984,,1
My parent(s)/carer(s) tells me when I am doing something well,i3d,0.34354354354354377,,1
My parent(s)/carer(s) praises me for behaving well,i3a,1.6090340818601689,,1
Encourages me to explore and learn things on the internet,i4a,0.21333333333333332,,1
Suggests ways to use the internet safely,i4b,0.47434012462367814,,1
Talks to me about what I do on the internet,i4c,1.4475916884972615,,1
Sits with me while I use the internet,i4d,1.4387871387871387,,1
Stays nearby when I use the internet,i4e,0.8631357791514046,,1
Does shared activities together with me on the internet,i4f,0.19313280422725682,,1
Talks to me about what to do if something online bothers or upsets me,i4g,0.10533596837944668,,1
Helps me when something is difficult to do or find on the internet,i4h,2.7853260869565215,,1
Explains why some websites are appropriate or inappropriate,i4i,0.0094438042775638418,,1
Helps me when something bothers me on the internet,i4j,1.6366026776821374,,1
Talks to me about the commercial activities I am exposed to online,i4k,0.94999999999999984,,1
Told my parent/carer about things that bother or upset me on the internet,i5a,2.4357029177718834,,1
Helped my parent/carer to do something they found difficult on the internet,i5b,3.2194320543466648,,1
Started a discussion with my parent/carer about what I do on the internet,i5c,0.34102564102564098,,1
Asked for my parent's/carer's advice on how I should act online,i5d,3.9722222222222223,,1
Asked my parent/carer for something that I have seen advertised online,i5e,0.62529171311780019,,1
Ask for your parent's/carer's help with a situation on the internet that I could not handle,i5f,3.1804165144318604,,1
Use a web or phone camera (e.g.; for Skype or video chat),i6a,2.3046514976958523,,1
Download music or films,i6b,0.99954415954415954,,1
Visit a social networking site (e.g.; Facebook; [insert local terms]),i6c,2.0181263858093126,,1
Watch video clips (e.g.; on YouTube),i6d,1.2618592587536688,,1
Play games with other people online,i6e,3.3967926351827282,,1
Visit a chat room,i6f,0.80672268907563016,,1
Use instant messaging,i6g,0.852559205500382,,1
Read/watch news online,i6h,2.2215344464148297,,1
Use the internet for school work,i6i,2.5594237695078035,,1
Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed]),i6j,0.69737732556068743,,1
Put (or post) photos; videos or music online to share with others (including social networking or instant messaging),i6k,4.4810806602304583,,1
null,i7a,2.5099416087788184,,1
null,i7b,2.2239609652197063,,1
null,i7c,1.9686043123543129,,1
null,i7d,0.87110690235690225,,1
null,i7e,3.784687693259122,,1
null,i7f,0.086070261437908552,,1
null,i7g,1.5326777389277391,,1
null,i7h,2.8098094699113378,,1
null,i7i,0.63502285827867222,,1
null,i8a,0.068074494949495065,,1
null,i8b,1.6042895523594056,,1
null,i8c,3.6265316205533598,,1
null,i8d,1.2100840336134455,,1
null,i8e,1.2936602870813396,,1
null,i8f,2.7649039413745298,,1
null,j1,1.5762962962962959,,1
Suggested ways to use the internet safely,j5a,0.24740111147433802,,1
Encouraged me to explore and learn things on the internet,j5b,1.5527307141019511,,1
Made rules about what I can do on the internet at school,j5c,0.53066396665920457,,1
Helped me when I found something difficult to do or find on the internet,j5d,3.5547395379556499,,1
Talked to me about what I do on the internet,j5e,1.3948026702844154,,1
Explained why some websites are good or bad,j5f,2.135343153279619,,1
Suggested ways to behave towards other people online,j5g,3.8012701584130166,,1
Helped me in the past when something has bothered me on the internet,j5h,2.4544644428797753,,1
In general; talked to me about what I would do if something on the internet ever bothered me,j5i,2.233711135885049,,1
My friends really try to help me,k1a,2.2133190883190883,,1
I can count on my friends when things go wrong,k1b,0.60741039556821008,,1
I can talk about my problems with my friends,k1c,1.0203413180386862,,1
I get worried when I ﬁnd out my friends are having fun without me ,k1d,1.0155332135269339,,1
Suggested ways to use the internet safely,k2a,0.82496458994154842,,1
Encouraged me to explore and learn things on the internet,k2b,0.37541806020066892,,1
Helped me when I found something difficult to do on the internet,k2c,2.8259311385418022,,1
Explained why some websites are good or bad,k2d,1.0520837960818157,,1
Suggested ways to behave towards other people on the internet,k2e,2.6485671191553544,,1
Helped me in the past when something has bothered me on the internet,k2f,1.3601928374655641,,1
null,k3,1.216256393861892,,1
I feel safe in the area where I live,k4a,3.4081469592086377,,1
It is safe for younger children to play outside during the day,k4b,4.4475423826548264,,1
You can trust people around here,k4c,3.7480521277822625,,1
null,a14,1.1307988107523712,,1
null,a15,1.6071974808816916,,1
null,a16,2.1966711650922175,,1
null,a17,3.3710904866332498,,1
null,a17a,5.5509609025234026,,1
null,a18,3.5054500155714727,,1
null,a19,2.7927396133278495,,1
I get very angry and often lose my temper,a20a,2.1806771241915159,,1
I usually do as I am told,a20b,2.5263157894736841,,1
I fight a lot; I can make other people do what I want,a20c,0.7962166285278417,,1
I am often accused of lying or cheating,a20d,1.3184415584415585,,1
I take things that are not mine from home; school or elsewhere,a20e,0.72368421052631571,,1
I worry a lot,a20f,2.0615877930119417,,1
I am nervous in certain new situations; I easily lose confidence,a20g,1.0104111352259866,,1
I get a lot of headaches; stomach-aches or sickness,a20h,3.1746665742089082,,1
I am often unhappy; sad or tearful,a20i,0.53338746981655927,,1
I have many fears and I am easily scared,a20j,0.0065341916975982552,,1
I am restless; I cannot stay still for long,a20k,2.2087409158347371,,1
I finish the work I'm doing. My attention is good,a20l,0.53901086833903455,,1
I am easily distracted and find it difficult to concentrate,a20n,7.5735993971968512,,1
