Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
A relative or friend who is an OFW (overseas Filipino worker),c9g1,1.1172370294245659,+,1
Someone else,c9h,2.8327438582079894,+,1
Making presentations,c10a,11.42769485870609,+,1
Writing things,c10b,8.3632062894790522,+,1
Making pictures,c10c,19.634541832096303,+,1
Practising something I am learning (e.g. maths or a language or music),c10d,2.8146527803269441,+,1
Checking out information on the school website,c10e,19.420583489197426,+,1
Doing group work with other students,c10f,16.185917049426156,+,1
Chatting online at school,c10g,7.9022160170492803,+,1
Communicating with teachers (e.g. submitting homework or asking a question),c10h,10.605225330985489,+,1
Contributing to a school blog or online discussion,c10i,5.2988114418155128,+,1
I know how to save a photo that I find online,e1a,23.024929067853584,+,1
I know how to change my privacy settings (e.g. on a social networking site),e1b,25.198352225609572,+,1
I know how to use a programming language (e.g. HTML; XML; etc.),e1c,12.988140582553827,+,1
I know how to jailbreak; crack games and apps; change IP address,e1f1,0.50065673668463728,+,1
I know how to hide my IP address,e1f2,8.612901196874585,+,1
I know how to set network settings (LAN; wi-fi; device-connection),e1f3,13.789979038682883,+,1
I know how to hack certain files,e1f4,0.96346552753872838,+,1
I know how to set the firewall,e1f5,3.5028240329192104,+,1
I find it easy to find a website I have visited before,e1i,16.634973509490592,+,1
I find it easy to check if the information I find online is true,e1g,11.521308475239541,+,1
I find it easy to choose the best keywords for online searches,e1h,26.458625525946708,+,1
Sometimes I end up on websites without knowing how I got there,e1k,7.6267563822183,+,1
I know how to use incognito in browsing,e1k1,5.4326922180666841,+,1
I know which information I should and shouldn't share online,e1l,12.455933202538221,+,1
I know how to remove people from my contact lists,e1m,19.578635819069437,+,1
I know how to block,e1m1,36.842685979434087,+,1
I know when I should and shouldn't share information online,e1n,23.358452537405498,+,1
I know how to behave according to the situation online,e1o,29.278058705003605,+,1
I know how to change who I share content with (e.g. friends; friends of friends or everyone),e1p,28.20466459585414,+,1
I know how to report abusive posts or things that I find offending in social media (e.g. Facebook report abuse),e1p1,17.828431830957104,+,1
I know how to create something new from video or music that I found online,e1t,5.4053624853319349,+,1
I know how to post online video or music that I have created myself,e1q,1.2016164387719892,+,1
I know which different types of licences apply to online content,e1s,6.1371900834023112,+,1
I know how to edit or make basic changes to online content that others have created,e1r,5.2737427830966865,+,1
I know how to design a website,e1u,3.4971704358114009,+,1
I know how to install apps on a mobile device (e.g. phone or tablet),e1v,18.258847514372604,+,1
I know how to safeguard my online expenses while using mobile apps,e1w,30.192262004321318,+,1
I know how to make an in-app purchase,e1x,8.6396933603173824,+,1
I know how to download and carck to full version some paid apps without paying a fee (e.g. torrent; etc.),e1x1,9.6569664734907352,+,1
Deactivate the function showing my geographical position (on Facebook; Google Maps; etc.),e3a,17.401742797535295,+,1
Connect to a Wi-Fi network,e3b,16.730188931033414,+,1
Block push notifications from different apps,e3c,19.666953972263705,+,1
Have the same documents; contacts or apps on all devices that I use (e.g. smartphone; tablet; PC),e3d,16.987409099385864,+,1
Block pop ups which promote apps; games or services I have to pay for (unrequested windows that appear during web surfing),e3e,9.0827006840520887,+,1
Protect a smartphone with a PIN/with a screen pattern,e3f,17.364192024696475,+,1
Update my status on the social networking site I use the most,e3g,35.63112311941785,+,1
Find information on how to use smartphones safely,e3h,18.889899010145164,+,1
Compare similar apps to choose the one that is most reliable,e3i,26.769381350885471,+,1
Take a picture or a video with my smartphone and post it onto social media,e3j,9.4445201237716461,+,1
Twitter,d1d,10.053800694301813,+,1
Viber,d1e,0.016002399784032416,+,1
Skype,d1f,0.23451118908158045,+,1
Facebook,d1a,25.503556550356041,+,1
Instagram,d1c,13.690459243890531,+,1
WhatsApp,d1b,1.6855377542194716,+,1
YouTube,d1g,0.0048982053312301545,-,1
Spotify,d1h,4.550630057411241,+,1
Wikipedia,d1i,15.728301396556503,+,1
Tumblr,d1j,2.7971950530510976,+,1
I find it easier to be myself online than when I am with people face-to-face,d2d,0.062361396046250933,-,1
I talk about different things online than I do when speaking to people face-to-face,d2e,0.048673234438779307,+,1
I talk about private things online which I do not talk about with people face-to-face,d2f,1.6742010605412587,+,1
I feel safe on the internet,d2a,0.077052607400276987,-,1
I find other people are kind and helpful on the internet,d2b,0.54905263157894735,-,1
I know what to do if someone acts online in a way I don't like,d2c,15.730894345367119,+,1
null,d12,18.299279919120444,-,1
null,d13,0.023486560575516912,+,1
Facebook/Messenger,d14a,12.79559921153194,,5
Skype,d14b,6.2075199945725865,,5
Viber,d14c,4.1074647307330405,,5
WeChat,d14d,3.7877030874790902,,5
Instagram,d14e,11.525772968771257,,5
Twitter,d14f,11.065160815877718,,5
YouTube/Hangout (Google),d14g,3.6073158313744762,,5
Minecraft,d15a,21.578444238928604,-,1
Warcraft DOTA,d15b,0.10305220169553894,-,1
DOTA 2,d15c,1.3242905181489504,+,1
League of Legends,d15d,0.019847651126100537,+,1
Counterstrike,d15e,0.41189773626369269,+,1
Others,d15f,3.9612622810437417,+,1
null,d7a,9.5174972198760681,-,1
null,d7b,0.74781340934283747,-,1
null,d7c,2.46054390213805,-,1
null,d8,1.8385574148704804,+,1
A photo that clearly shows your face,d9a,7.3932015107715268,+,1
Your last name,d9b,1.0130664276352035,+,1
Your address,d9c,5.1230099456679348,+,1
Your phone number,d9d,0.46464432390612981,+,1
Your school,d9e,22.152354895049275,+,1
Your correct age,d9f,10.57254757565126,+,1
An age that is not your real age,d9g,3.2291054662758376,-,1
Places you've dined and visited,d9j,8.3265065295560774,+,1
Pictures showing whole body,d9k,3.6313880921168629,+,1
null,d10,0.97920766049534524,-,1
Looked for new friends or contacts on the internet,f1a,1.2761710097723413,+,1
Sent my personal information (e.g.; my full name; address or phone number) to someone I have never met face-to-face,f1b,0.00068689642803283822,-,1
Added people to my friends or contacts I have never met face-to-face,f1c,1.288485011331973,+,1
Pretended to be a different kind of person online from who I really am,f1d,0.023225050972528697,-,1
Sent a photo or video of myself to someone I have never met face-to-face,f1e,0.42295542723460744,-,1
Post my current location and those I had been to,f1f,2.1099831733652019,+,1
Post my new stuff and clothes,f1g,0.0036074813411466761,+,1
Post messages or love quotes that pertain to the boy/girl whom I have a crush on,f1h,5.093117696996444,+,1
Seek to get acquainted or befriend persons who are Non-Filipinos (foreigners),f1i,0.70160450780409689,+,1
Engage in chat activities with a person whom I only met on internet,f1j,3.3876343954112986,+,1
Do video calls with a person whom I only met on internet,f1k,0.14361352733635652,-,1
Receive offers or gifts online,f1l,0.042427145349277912,-,1
null,f2,6.8455800654189174,+,1
null,f3,0.30742019984381141,+,1
null,f4,1.7275414479764961,+,1
null,f5,0.72912992357436801,-,1
I've met face to face with a person I just got acquainted on internet but is already known by my friends or relatives,f6a,0.012966157807867168,-,1
I've met face to face with a person I just got acquainted on internet and who is totally unknown to anyone I personally know,f6b,0.00041717780302653082,-,1
I've met with a foreigner (different nationality),f6c,0.27995111187201588,-,1
I've personally met with an older person,f6d,0.3675583720884073,-,1
I've met face to face with a person I just got acquainted on internet and she/he was accompanied by another girl/boy,f6e,0.10752872577602482,+,1
I've met with another woman like myself whom i just got acquainted with on internet,f6f,0.26758329056961316,-,1
I've met with another man like myself whom i just got acquainted with on internet,f6g,3.0195287568528397,-,1
I've met with LGBT person (lesbian; gay; bisexual; transgender) whom i just got acquainted with on internet,f6h,0.4163551131911134,-,1
null,f8,0.84967320261437962,+,1
null,f11,8.2791118132465051,+,1
null,f12,1.4409176160165569,-,1
null,f13,0.80092951532316259,+,1
My mother or father (or step/foster mother or father),f14a,0.040076781030479791,-,1
My brother or sister (orstep/foster/half siblings),f14b,0.34304286549278507,-,1
Cousin,f14j,0.074843137495807233,-,1
Aunt/Uncle,f14k,0.4728907588117513,-,1
Grandfather/Grandmother,f14l,2.1900633891053376,-,1
Nanny,f14m,0.0075900640122697292,+,1
A friend around my age,f14c,3.5710460905930002,+,1
Classmate,f14n,1.0940574666458125,+,1
Boyfriend/Girlfriend,f14o,3.1005048950527723,+,1
A teacher,f14d,0.66648846119575889,+,1
Someone whose job it is to help children,f14e,0.34894782352281467,+,1
Godfather/Godmother,f14p,2.6783690540724185,-,1
Priest/Pastor/Nun,f14q,0.90405934817037603,-,1
Neighbor,f14r,0.18608823424362692,-,1
Another adult I trust,f14f,0.33226145943878088,+,1
Someone else,f14g,0.012122833099342945,+,1
I didn't talk to anyone,f14h,0.064363742824047498,+,1
Prefer not to say,f14i,1.5380502950671351,-,1
null,f15,0.036985832406969205,-,1
I ignored the problem or hoped the problem would go away by itself,f16a,0.018954820624395612,-,1
I closed the window or app,f16b,0.24604246237394956,-,1
I felt a bit guilty about what went wrong,f16c,0.023688863428398401,-,1
I tried to get the other person to leave me alone,f16d,0.18004668894309042,+,1
I tried to get back at the other person,f16e,0.57757800606766418,-,1
I stopped using the internet for a while,f16f,0.048179040486351715,+,1
I deleted any messages from the other person,f16g,0.53451206267213847,+,1
I changed my privacy/ contact settings,f16h,0.092593670440288961,+,1
I blocked the person from contacting me,f16i,1.3797414372294665,+,1
I reported the problem online  (e.g.; clicked on a ‘report abuse’ button; contacted an internet advisor or Internet Service Provider (ISP)),f16j,0.35092891818467808,+,1
Other actions taken,f16k,2.2593413448004083,-,1
null,f18,1.3019629324989772,+,1
null,f19,3.0563249003702966,-,1
null,f20a,0.46264067535743908,-,1
null,f20b,2.1118175486624513,+,1
By mobile phone calls,f21a,0.27594129380334925,+,1
By messages sent to me on my phone (SMS/TEXT or MMS),f21b,3.4764649706457922,+,1
On a social networking site (e.g. Facebook; Twitter etc.),f21c,0.42975529315880873,+,1
On a media sharing platform (YouTube; Instagram; Flickr),f21d,0.2516745876432766,-,1
By instant messaging (MSN; What’s app; Skype etc.),f21e,0.26704673932887268,-,1
In a chatroom,f21f,0.0079075489745575357,-,1
In an online game,f21g,0.2516745876432766,-,1
Some other way,f21h,0.09641316907150925,-,1
Prefer not to say,f21i,0.84106852497096396,-,1
Nasty or hurtful messages were sent to me,f22a,2.0897610365284041,+,1
Nasty or hurtful messages were passed around or posted where others could see,f22b,0.68961235198055948,+,1
I was left out or excluded from a group or activity on the internet,f22c,1.9802727328817322,-,1
I was threatened on the internet,f22d,0.00012912500885722033,+,1
Other nasty or hurtful things happened to me on the internet,f22e,0.012490710143421332,+,1
null,f23,1.0627409908606065,+,1
null,f24,0.29507591336249317,+,1
null,f25,0.53353575304794809,-,1
null,f26a,0.090863265571259538,-,1
null,f26b,0.10110813714945253,+,1
By mobile phone calls,f27a,0.22021589253300483,-,1
By messages sent by the phone (SMS/Text or MMS),f27b,1.2224802353982505,+,1
On a social networking site (e.g.; Facebook; Twitter),f27c,0.027516515909642447,-,1
By instant messaging (MSN; WhatsApp; Skype etc.),f27d,1.1924745433170296,-,1
On a media sharing platform (YouTube; Instagram; Flickr),f27e,2.6798897330733542,-,1
In a chatroom,f27f,0.043016582008461916,-,1
In an online game,f27g,0.35739333899997866,-,1
Some other way,f27h,0.21477310692127513,+,1
Prefer not to say,f27i,0.56173283276087016,+,1
null,f28,41.376621887910005,+,1
null,f29,1.4024534687328278,+,1
In a magazine or book,f31a,0.010729174918869776,+,1
On television; film,f31b,2.0795157668003172,+,1
Via a mobile phone; computer; tablet or anyother online device,f31c,0.55433677704340956,+,1
On an online video sharing platform (e.g. YouTube; [add local examples]),f32d,0.074249928806876531,-,1
On an online photo sharing platform (e.g. Instagram; Flickr; [add local examples]),f32e,0.039423566607744001,-,1
On a social networking site (e.g. Facebook; Twitter; [add local examples]),f32f,2.1850588974500216,+,1
In a chatroom,f32g,0.60628302446154381,+,1
In an online game,f32h,0.54035109542666671,-,1
On an adult/X-rated website,f32i,0.16839957303295602,-,1
By popups on the internet (unrequested windows that appear during web surfing),f32j,0.13288005451514354,+,1
By instant messaging (MSN; WhatsApp; Skype; [add local examples]),f32k,0.0079070726529582025,-,1
By text (SMS); images (MMS); or otherwise on my mobile phone,f32l,0.098516764536445922,+,1
By Bluetooth,f32m,0.014132487081738629,-,1
In an advert,f32n,0.18827592790553177,+,1
Prefer not to say,f32o,0.44261728805339373,+,1
A sexual image or video of someone naked,f33a,1.8522215562446194,-,1
A sexual image or video that shows someone's 'private parts' [translate as appropriate],f33b,0.068702516314353923,-,1
An image or video that shows sexual acts or people having sex,f33c,0.13861806132187929,+,1
An image or video that shows sexual acts in a violent way,f33d,0.015786253846409911,+,1
Something else sexual or embarrassing,f33e,0.022012379925524791,+,1
null,f34,13.90229919378919,+,1
null,f35,2.2332506203473947,+,1
By mobile phone calls,f37a,0.054593123589539258,-,1
By text messages sent to me on my phone (SMS/text or MMS),f37b,0.41761983202324965,-,1
On a social networking site (e.g.; Facebook; Twitter etc.),f37c,0.21178146143556642,+,1
On a media sharing platform (YouTube; Instagram; Flickr),f37d,0.83838223261422451,-,1
By IM (MSN; WhatsApp; Skype; etc.),f37e,0.21423265759648863,-,1
In a chatroom (video chat),f37f,0.0055673068787545363,-,1
In an online game,f37g,2.9118225524475525,-,1
In a gaming community (also on the Xbox and other game consoles),f37h,4.1245411478652523,-,1
By 'pop up' (something appears by accident),f37i,1.4931508939640532,-,1
null,f38,0.0090482934009873603,-,1
null,f39,0.033630052811638472,-,1
I have sent someone a sexual message (e.g.; words; pictures or video) on the internet,f40a,0.022298580807761363,-,1
I have posted a sexual message (e.g.; words; pictures or video) where other people could see it on the internet,f40b,0.068939045491381537,-,1
I have asked someone on the internet for sexual information about him or herself (like what his or her body looks like without clothes on or sexual things he or she has done),f40c,0.072928585076059496,+,1
Ways of physically harming or hurting themselves,f41a,3.9203289004694715,+,1
Ways of committing suicide,f41b,2.4000000000000004,+,1
Ways to be very thin (such as being anorexic or bulimic),f41c,6.2226195977903611,+,1
Hate messages that attack certain groups or individuals (e.g.; people of different colour or religion or nationality),f41d,8.9168554499474624,+,1
Their experiences of taking drugs,f41e,6.8239939528464486,+,1
Gory or violent images,f41f,8.715581078498662,+,1
Ways of courtship,f41g,38.313807991483884,+,1
Ways how to find a relationship,f41h,5.229456719391707,+,1
Ways to join in gambling,f41i,0.19201962935681433,-,1
null,f41j,,-,1
null,f41k,,-,1
About cheating,f41l,6.2528798613474219,+,1
null,f41m,0.23999999999999999,-,1
About drinking alcohol,f41n,2.9581810995609401,+,1
About smoking,f41o,2.2298061701852285,+,1
About bullying,f41p,11.882323111096344,+,1
Somebody used my personal information in a way I didn't like,f43a,0.63670918596979842,+,1
The device (e.g.; phone; tablet; computer) I use got a virus or spyware,f43b,7.8594110284870311,+,1
I lost money by being cheated on the internet,f43c,1.1997198682719372,-,1
Somebody used my password to access my information or to pretend to be me,f43d,0.61141737241979899,+,1
Somebody created a page or image about me that was hostile or hurtful,f43e,0.19074353877378192,+,1
I spent too much money on online games or in-app purchases,f43f,1.902096584053194,+,1
I was asked to make an in-app purchase when playing an online game (e.g.; to do well in the game),f43g,4.0906803273238808,+,1
Someone found out where I was because they tracked my phone or device,f43h,0.60675952658223153,+,1
I have gone without eating or sleeping because of the time I spent on the internet,f45a,16.035328397787264,+,1
I have experienced conflicts with family or friends because of the time I spent on the internet,f45b,3.4804046851344803,+,1
My grades have dropped because of the time I spent on the internet,f45c,0.61521193913866501,+,1
I have tried unsuccessfully to spend less time on the internet,f45d,3.4223594776442861,+,1
I think the amount of time I spend on the internet causes problems for me,f45e,3.6839862413741047,+,1
null,f45f,22.245680750243793,+,1
null,h1,4.3830254401281641,+,1
Your mother or father (including step/foster mother or father),h2a,3.7292466259038894,-,1
Your brother or sister (including step siblings),h2b,0.011184341302728164,-,1
Cousin,h2i,5.7761634941555169,+,1
Aunt/Uncle,h2j,2.056086204903063,-,1
Grandfather/Grandmother,h2k,2.4600284466801758,-,1
A friend around my age,h2c,31.37390365262787,+,1
Boyfriend/Girlfriend,h2l,14.586952430999348,+,1
A teacher,h2d,4.634556205108967,+,1
Classmate,h2m,8.0321795116157144,+,1
Someone whose job it is to help children [give examples if needed],h2e,0.33283141061075849,+,1
Nanny,h2n,1.3315458706541525,-,1
Godfather/Godmother,h2o,0.44254291221542386,-,1
Priest/Pastor/Nun,h2p,0.0100424824266742,-,1
Neighbor,h2q,0.16357638152719792,+,1
Another adult you trust,h2f,10.870995304048808,+,1
Someone else,h2g,0.61038713668938038,+,1
No one,h2h,0.31679003986730719,-,1
null,i1,2.1845188917000806,+,1
When I speak someone listens to what I say,i2a,3.2828969806778918,+,1
My family really tries to help me,i2b,0.92670075883674163,+,1
I feel safe at home,i2c,5.0792538292545828,+,1
My parent(s)/carer(s) sets rules about what I can do at home,i3b,3.9178664501399085,+,1
My parent(s)/carer(s) sets rules about what I can do outside the home,i3c,4.2591270691463956,+,1
My parent(s)/carer(s) tells me when I am doing something well,i3d,1.7783969033389486,+,1
My parent(s)/carer(s) praises me for behaving well,i3a,0.60645175803609941,+,1
Encourages me to explore and learn things on the internet,i4a,5.4016826266262052,+,1
Suggests ways to use the internet safely,i4b,3.5852201269980548,+,1
Talks to me about what I do on the internet,i4c,3.34834620737315,+,1
Sits with me while I use the internet,i4d,3.7268800111073377,+,1
Stays nearby when I use the internet,i4e,2.0855552904151566,+,1
Does shared activities together with me on the internet,i4f,1.2777760615660332,+,1
Talks to me about what to do if something online bothers or upsets me,i4g,7.4160306247842582,+,1
Helps me when something is difficult to do or find on the internet,i4h,0.045551944143493443,+,1
Explains why some websites are appropriate or inappropriate,i4i,1.4132016085696133,+,1
Helps me when something bothers me on the internet,i4j,0.25793997205844327,+,1
Talks to me about the commercial activities I am exposed to online,i4k,0.0022764274588116477,-,1
Told my parent/carer about things that bother or upset me on the internet,i5a,2.0377606651284594,+,1
Helped my parent/carer to do something they found difficult on the internet,i5b,5.0244560234663345,+,1
Started a discussion with my parent/carer about what I do on the internet,i5c,0.1932599851148678,+,1
Asked for my parent's/carer's advice on how I should act online,i5d,0.13011995258083547,-,1
Asked my parent/carer for something that I have seen advertised online,i5e,0.17555980351383357,+,1
Ask for your parent's/carer's help with a situation on the internet that I could not handle,i5f,1.5225785765179183,-,1
Use a web or phone camera (e.g.; for Skype or video chat),i6a,1.563246085709141,-,1
Download music or films,i6b,7.4552066334802065,-,1
Visit a social networking site (e.g.; Facebook; [insert local terms]),i6c,9.6299699151852192,-,1
Watch video clips (e.g.; on YouTube),i6d,0.22311426528233727,-,1
Play games with other people online,i6e,1.7714324823960115,+,1
Visit a chat room,i6f,8.8186597775266264,-,1
Use instant messaging,i6g,11.389185855337058,-,1
Read/watch news online,i6h,9.7294155517336485,-,1
Use the internet for school work,i6i,3.1803928785662858,-,1
Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed]),i6j,0.60740290766078087,+,1
Put (or post) photos; videos or music online to share with others (including social networking or instant messaging),i6k,12.617414799263926,-,1
null,i7a,1.9781747216477905,+,1
null,i7b,0.79737113125683368,+,1
null,i7c,0.090380483701485256,+,1
null,i7d,1.6467126706060964,+,1
null,i7e,8.8656872700527387,+,1
null,i7f,3.1936443494876094,+,1
null,i7g,0.91992226566400626,+,1
null,i7h,10.759701499875883,+,1
null,i7i,2.1998230112430353,+,1
null,i8a,0.012479630359780195,-,1
null,i8b,0.91026383760670948,+,1
null,i8c,0.018662896475273829,-,1
null,i8d,0.084844779530340475,-,1
null,i8e,1.7235515061857887,-,1
null,i8f,0.022761227764028676,-,1
null,j1,0.081939568606213598,-,1
Suggested ways to use the internet safely,j5a,13.510143659527527,+,1
Encouraged me to explore and learn things on the internet,j5b,14.413648058487942,+,1
Made rules about what I can do on the internet at school,j5c,9.3517230848553279,+,1
Helped me when I found something difficult to do or find on the internet,j5d,9.0166327030334408,+,1
Talked to me about what I do on the internet,j5e,4.8795343970483547,+,1
Explained why some websites are good or bad,j5f,12.413053293602447,+,1
Suggested ways to behave towards other people online,j5g,15.555373502718862,+,1
