Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c6g,0.81496783776377679,-,1
A relative or friend who is an OFW (overseas Filipino worker),c6g1,0.57287541362509065,+,1
Someone else,c6h,1.9976503419580327,-,1
My mother or father (or step/foster mother or father),c7a,1.7980306875405327,+,1
My brother or sister (or step/foster/half siblings),c7b,0.93610584189347668,+,1
A friend around my age,c7c,3.8674655110781204,+,1
A teacher,c7d,0.0029354493667139688,+,1
Another adult I trust,c7e,0.15595325557588879,+,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c7f,0.0038035670859036335,+,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c7g,1.3105885094908243,-,1
A relative or friend who is an OFW (overseas Filipino worker),c7g1,0.7796533351446473,+,1
Someone else,c7h,0.22766950225339411,-,1
My mother or father (or step/foster mother or father),c8a,0.056048947020302567,+,1
My brother or sister (or step/foster/half siblings),c8b,0.23076422066553742,+,1
A friend around my age,c8c,1.8800041620261787,+,1
A teacher,c8d,0.086465793391805934,-,1
Another adult I trust,c8e,0.03327638634916804,-,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c8f,0.29534203603582532,-,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c8g,2.0556893177443056,-,1
A relative or friend who is an OFW (overseas Filipino worker),c8g1,0.6067388472233578,+,1
Someone else,c8h,1.4844337811081934,-,1
My mother or father (or step/foster mother or father),c9a,0.012866915136775348,+,1
My brother or sister (or step/foster/half siblings),c9b,2.140355712833534,-,1
A friend around my age,c9c,7.1593510230427686,-,1
A teacher,c9d,0.21316068265443977,-,1
Another adult I trust,c9e,3.9862355289936691,-,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c9f,1.9873197403884961,-,1
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c9g,2.3178926920954916,-,1
A relative or friend who is an OFW (overseas Filipino worker),c9g1,0.020514511936422657,+,1
Someone else,c9h,2.9827661589297212,-,1
Making presentations,c10a,1.9279970283161885,+,1
Writing things,c10b,2.1485872265605765,+,1
Making pictures,c10c,5.5054996914084313,+,1
Practising something I am learning (e.g. maths or a language or music),c10d,1.5015580907748984,+,1
Checking out information on the school website,c10e,1.2611542139074892,+,1
Doing group work with other students,c10f,1.2813464857913455,+,1
Chatting online at school,c10g,0.10710229810402497,+,1
Communicating with teachers (e.g. submitting homework or asking a question),c10h,0.29983471734849737,-,1
Contributing to a school blog or online discussion,c10i,0.88577376513625306,-,1
I know how to save a photo that I find online,e1a,8.2587913245479321,+,1
I know how to change my privacy settings (e.g. on a social networking site),e1b,1.4780225457234764,+,1
I know how to use a programming language (e.g. HTML; XML; etc.),e1c,1.6459407071501568,+,1
I know how to jailbreak; crack games and apps; change IP address,e1f1,2.7064324386521834,-,1
I know how to hide my IP address,e1f2,0.5046467770991554,+,1
I know how to set network settings (LAN; wi-fi; device-connection),e1f3,1.0402000799487063,+,1
I know how to hack certain files,e1f4,0.92062756368942278,-,1
I know how to set the firewall,e1f5,0.45244496655984634,-,1
I find it easy to find a website I have visited before,e1i,5.467704437630621,+,1
I find it easy to check if the information I find online is true,e1g,2.6628520797817408,+,1
I find it easy to choose the best keywords for online searches,e1h,2.0727675573540396,+,1
Sometimes I end up on websites without knowing how I got there,e1k,3.3764607924685657,+,1
I know how to use incognito in browsing,e1k1,0.020753754916058544,+,1
I know which information I should and shouldn't share online,e1l,5.7166244693495578,+,1
I know how to remove people from my contact lists,e1m,1.676733891054297,+,1
I know how to block,e1m1,4.9094556770337308,+,1
I know when I should and shouldn't share information online,e1n,5.7054241030572275,+,1
I know how to behave according to the situation online,e1o,3.6059864981826464,+,1
I know how to change who I share content with (e.g. friends; friends of friends or everyone),e1p,3.0910858058041493,+,1
I know how to report abusive posts or things that I find offending in social media (e.g. Facebook report abuse),e1p1,1.8369926256224258,+,1
I know how to create something new from video or music that I found online,e1t,0.23509453515531087,+,1
I know how to post online video or music that I have created myself,e1q,2.3668986736983282,+,1
I know which different types of licences apply to online content,e1s,0.74846568694769555,+,1
I know how to edit or make basic changes to online content that others have created,e1r,0.43616383017431748,+,1
I know how to design a website,e1u,0.003058117982847735,+,1
I know how to install apps on a mobile device (e.g. phone or tablet),e1v,3.6898626001080554,+,1
I know how to safeguard my online expenses while using mobile apps,e1w,1.5198660988287735,+,1
I know how to make an in-app purchase,e1x,0.74499094779233832,-,1
I know how to download and carck to full version some paid apps without paying a fee (e.g. torrent; etc.),e1x1,0.34219847923005087,+,1
Deactivate the function showing my geographical position (on Facebook; Google Maps; etc.),e3a,0.41934209872174671,+,1
Connect to a Wi-Fi network,e3b,0.0029788884843492225,+,1
Block push notifications from different apps,e3c,1.1767714341732158,+,1
Have the same documents; contacts or apps on all devices that I use (e.g. smartphone; tablet; PC),e3d,0.034770477042148612,-,1
Block pop ups which promote apps; games or services I have to pay for (unrequested windows that appear during web surfing),e3e,0.61116304854914294,-,1
Protect a smartphone with a PIN/with a screen pattern,e3f,0.52973046730009665,+,1
Update my status on the social networking site I use the most,e3g,6.015754483939288,+,1
Find information on how to use smartphones safely,e3h,1.13092804346577,+,1
Compare similar apps to choose the one that is most reliable,e3i,0.50282595766221749,+,1
Take a picture or a video with my smartphone and post it onto social media,e3j,2.0917570238065752,+,1
Twitter,d1d,5.6515272379905657,+,1
Viber,d1e,0.15764338394286759,+,1
Skype,d1f,0.76476807336813457,+,1
Facebook,d1a,4.8289287895552011,+,1
Instagram,d1c,4.3163549719698615,+,1
WhatsApp,d1b,0.24492558049401381,+,1
YouTube,d1g,0.18328801365093517,-,1
Spotify,d1h,0.045459742162263839,-,1
Wikipedia,d1i,2.2326096859565325,+,1
Tumblr,d1j,1.2979889396315198,+,1
I find it easier to be myself online than when I am with people face-to-face,d2d,0.004320195117399111,-,1
I talk about different things online than I do when speaking to people face-to-face,d2e,0.0022754320408026035,+,1
I talk about private things online which I do not talk about with people face-to-face,d2f,0.41966744502562758,-,1
I feel safe on the internet,d2a,4.292292914167783,-,1
I find other people are kind and helpful on the internet,d2b,0.71403789186248556,-,1
I know what to do if someone acts online in a way I don't like,d2c,2.0690117423455585,+,1
null,d12,1.9508079605295485,+,1
null,d13,1.8599327317483956,+,1
Facebook/Messenger,d14a,3.7023899721606228,,5
Skype,d14b,1.4810918603035972,,5
Viber,d14c,0.98760951386375817,,5
WeChat,d14d,1.0263338441257206,,5
Instagram,d14e,3.1365433485215526,,5
Twitter,d14f,4.035833251935208,,5
YouTube/Hangout (Google),d14g,4.6386540990713332,,5
Minecraft,d15a,2.9048047790274936,+,1
Warcraft DOTA,d15b,7.8083281366786546,-,1
DOTA 2,d15c,18.182717246584321,-,1
League of Legends,d15d,10.238155986805957,-,1
Counterstrike,d15e,22.555693642460596,-,1
Others,d15f,5.6974689624972203,+,1
null,d7a,0.44035556415880894,-,1
null,d7b,0.036142959531958015,-,1
null,d7c,0.69696381476042868,-,1
null,d8,0.34033006084464262,-,1
A photo that clearly shows your face,d9a,3.4429185262003079,+,1
Your last name,d9b,0.008861676903155322,+,1
Your address,d9c,0.029888999500526366,+,1
Your phone number,d9d,0.17174672117250944,-,1
Your school,d9e,1.9873586117378583,+,1
Your correct age,d9f,2.4551932056033494,-,1
An age that is not your real age,d9g,1.769630316896778,+,1
Places you've dined and visited,d9j,2.2797837084527579,+,1
Pictures showing whole body,d9k,0.17385978056483423,-,1
null,d10,1.9859963907282721,+,1
Looked for new friends or contacts on the internet,f1a,0.020709166430564082,-,1
Sent my personal information (e.g.; my full name; address or phone number) to someone I have never met face-to-face,f1b,3.0409843112053618,-,1
Added people to my friends or contacts I have never met face-to-face,f1c,1.3262570259076769,-,1
Pretended to be a different kind of person online from who I really am,f1d,0.63508266918720091,-,1
Sent a photo or video of myself to someone I have never met face-to-face,f1e,2.5462882727531273,-,1
Post my current location and those I had been to,f1f,1.4734092493039181,-,1
Post my new stuff and clothes,f1g,0.33798283208966245,-,1
Post messages or love quotes that pertain to the boy/girl whom I have a crush on,f1h,0.00065661351270933355,-,1
Seek to get acquainted or befriend persons who are Non-Filipinos (foreigners),f1i,1.8826858872745422,-,1
Engage in chat activities with a person whom I only met on internet,f1j,3.835452543342297,-,1
Do video calls with a person whom I only met on internet,f1k,4.7095003605943697,-,1
Receive offers or gifts online,f1l,3.2362580137638384,-,1
null,f2,0.37469557627372585,-,1
null,f3,8.9080586467220488,-,1
null,f4,0.33167408060424752,-,1
null,f5,0.019988242210464476,+,1
I've met face to face with a person I just got acquainted on internet but is already known by my friends or relatives,f6a,0.053598617442743753,+,1
I've met face to face with a person I just got acquainted on internet and who is totally unknown to anyone I personally know,f6b,0.62263923226413898,+,1
I've met with a foreigner (different nationality),f6c,0.0082584398060561587,+,1
I've personally met with an older person,f6d,0.57246400122853625,-,1
I've met face to face with a person I just got acquainted on internet and she/he was accompanied by another girl/boy,f6e,0.30683966685461134,-,1
I've met with another woman like myself whom i just got acquainted with on internet,f6f,0.14343533179149656,+,1
I've met with another man like myself whom i just got acquainted with on internet,f6g,2.1370175188719553,+,1
I've met with LGBT person (lesbian; gay; bisexual; transgender) whom i just got acquainted with on internet,f6h,0.54330236739586479,-,1
null,f8,0.12028962188254214,-,1
null,f11,0.35717454905215662,-,1
null,f12,4.2795684647509837,-,1
null,f13,0.2678324073115872,+,1
My mother or father (or step/foster mother or father),f14a,0.02795894091367529,-,1
My brother or sister (orstep/foster/half siblings),f14b,0.036250878143112925,-,1
Cousin,f14j,0.15415668124081489,-,1
Aunt/Uncle,f14k,0.40183052125496727,-,1
Grandfather/Grandmother,f14l,3.6549240209484655,-,1
Nanny,f14m,0.0024327051026374353,-,1
A friend around my age,f14c,2.8190335988856021,+,1
Classmate,f14n,0.10170406645088854,+,1
Boyfriend/Girlfriend,f14o,0.27263912972735627,+,1
A teacher,f14d,0.80168415513800473,-,1
Someone whose job it is to help children,f14e,0.08469417991530441,+,1
Godfather/Godmother,f14p,1.2927376901352401,-,1
Priest/Pastor/Nun,f14q,1.0674201629287727,-,1
Neighbor,f14r,2.0495818262538683,-,1
Another adult I trust,f14f,0.2414713939015426,+,1
Someone else,f14g,1.4701322509076009,-,1
I didn't talk to anyone,f14h,0.19460798501222679,-,1
Prefer not to say,f14i,0.086779490821754998,-,1
null,f15,1.2276693341671925,-,1
I ignored the problem or hoped the problem would go away by itself,f16a,0.3015855072549426,-,1
I closed the window or app,f16b,1.8949248639994871,-,1
I felt a bit guilty about what went wrong,f16c,2.1092799665838808,-,1
I tried to get the other person to leave me alone,f16d,0.92691294386473122,+,1
I tried to get back at the other person,f16e,0.86536778912272494,-,1
I stopped using the internet for a while,f16f,0.037426720705459507,+,1
I deleted any messages from the other person,f16g,2.9591615556113839,+,1
I changed my privacy/ contact settings,f16h,0.022571997409969086,-,1
I blocked the person from contacting me,f16i,3.0470141214405846,+,1
I reported the problem online  (e.g.; clicked on a ‘report abuse’ button; contacted an internet advisor or Internet Service Provider (ISP)),f16j,0.28938527531581593,+,1
Other actions taken,f16k,0.85700329305419753,+,1
null,f18,0.0243202353942851,-,1
null,f19,0.29136853577399568,+,1
null,f20a,2.3711930803358707,-,1
null,f20b,3.0513415078009186e-05,-,1
By mobile phone calls,f21a,0.011434912649388205,-,1
By messages sent to me on my phone (SMS/TEXT or MMS),f21b,0.21471466250209228,+,1
On a social networking site (e.g. Facebook; Twitter etc.),f21c,0.52212730440620336,+,1
On a media sharing platform (YouTube; Instagram; Flickr),f21d,3.3397089426526652,-,1
By instant messaging (MSN; What’s app; Skype etc.),f21e,1.0078580423408008,-,1
In a chatroom,f21f,0.00045751391465677458,-,1
In an online game,f21g,4.7033582416078188,-,1
Some other way,f21h,0.35147315676449542,-,1
Prefer not to say,f21i,0.010290641434552855,-,1
Nasty or hurtful messages were sent to me,f22a,1.5892266926023531,+,1
Nasty or hurtful messages were passed around or posted where others could see,f22b,1.0127367547067605,-,1
I was left out or excluded from a group or activity on the internet,f22c,1.169988080867896,-,1
I was threatened on the internet,f22d,0.01389128558397512,+,1
Other nasty or hurtful things happened to me on the internet,f22e,0.0025508562630308291,-,1
null,f23,0.25948130297767524,+,1
null,f24,1.1221937373701731,-,1
null,f25,0.62720263003527732,-,1
null,f26a,0.21722677010180821,-,1
null,f26b,1.7304948842451482,+,1
By mobile phone calls,f27a,0.00066741047246860624,+,1
By messages sent by the phone (SMS/Text or MMS),f27b,0.3698611086666152,+,1
On a social networking site (e.g.; Facebook; Twitter),f27c,0.46479220718835701,+,1
By instant messaging (MSN; WhatsApp; Skype etc.),f27d,1.17231700299621,-,1
On a media sharing platform (YouTube; Instagram; Flickr),f27e,0.77627622890843062,-,1
In a chatroom,f27f,0.00066835717007168163,-,1
In an online game,f27g,2.0608677541289442,-,1
Some other way,f27h,0.46423754075623236,+,1
Prefer not to say,f27i,0.1741258378174266,+,1
null,f28,0.011428969468800114,+,1
null,f29,13.214716661110772,+,1
In a magazine or book,f31a,0.031905410769830951,+,1
On television; film,f31b,0.30671500648744188,+,1
Via a mobile phone; computer; tablet or anyother online device,f31c,1.0246450745936779,+,1
On an online video sharing platform (e.g. YouTube; [add local examples]),f32d,2.481452107777586,-,1
On an online photo sharing platform (e.g. Instagram; Flickr; [add local examples]),f32e,0.24939200962367228,-,1
On a social networking site (e.g. Facebook; Twitter; [add local examples]),f32f,1.6576151006106419,+,1
In a chatroom,f32g,0.11249800614638597,-,1
In an online game,f32h,1.508150980002906,-,1
On an adult/X-rated website,f32i,0.38561114835022026,-,1
By popups on the internet (unrequested windows that appear during web surfing),f32j,0.11249800614638597,-,1
By instant messaging (MSN; WhatsApp; Skype; [add local examples]),f32k,0.40591679104145073,-,1
By text (SMS); images (MMS); or otherwise on my mobile phone,f32l,0.20992395973968517,-,1
By Bluetooth,f32m,0.089628239473948074,-,1
In an advert,f32n,1.5642946168912102,+,1
Prefer not to say,f32o,0.40591679104145073,-,1
A sexual image or video of someone naked,f33a,0.013800662910671679,-,1
A sexual image or video that shows someone's 'private parts' [translate as appropriate],f33b,0.023024594453165986,+,1
An image or video that shows sexual acts or people having sex,f33c,1.9278573520671525,-,1
An image or video that shows sexual acts in a violent way,f33d,0.35640674646553211,-,1
Something else sexual or embarrassing,f33e,0.056687268738945376,-,1
null,f34,0.006318606942252343,+,1
null,f35,2.8356655211912947,+,1
By mobile phone calls,f37a,0.0017148372378696173,-,1
By text messages sent to me on my phone (SMS/text or MMS),f37b,0.13467259589092823,+,1
On a social networking site (e.g.; Facebook; Twitter etc.),f37c,0.017298515376458025,+,1
On a media sharing platform (YouTube; Instagram; Flickr),f37d,2.0269332635518755,-,1
By IM (MSN; WhatsApp; Skype; etc.),f37e,0.21731895750390201,-,1
In a chatroom (video chat),f37f,1.4307158269093228,-,1
In an online game,f37g,3.8075951808597264,-,1
In a gaming community (also on the Xbox and other game consoles),f37h,0.736340000539498,-,1
By 'pop up' (something appears by accident),f37i,2.0615177805923843,-,1
null,f38,1.8626878039680737,-,1
null,f39,0.66242385533295445,+,1
I have sent someone a sexual message (e.g.; words; pictures or video) on the internet,f40a,0.41655087818687486,-,1
I have posted a sexual message (e.g.; words; pictures or video) where other people could see it on the internet,f40b,0.031819055238890379,+,1
I have asked someone on the internet for sexual information about him or herself (like what his or her body looks like without clothes on or sexual things he or she has done),f40c,1.2317133505389555,-,1
Ways of physically harming or hurting themselves,f41a,0.047490806410511871,+,1
Ways of committing suicide,f41b,0.46666666666666667,-,1
Ways to be very thin (such as being anorexic or bulimic),f41c,0.93426611351409283,+,1
Hate messages that attack certain groups or individuals (e.g.; people of different colour or religion or nationality),f41d,2.0901878157393208,+,1
Their experiences of taking drugs,f41e,1.0991993434161786,+,1
Gory or violent images,f41f,0.12396555077820758,+,1
Ways of courtship,f41g,0.0060239539918471004,-,1
Ways how to find a relationship,f41h,0.65340871949107515,+,1
Ways to join in gambling,f41i,1.189478767761551,-,1
null,f41j,,-,1
null,f41k,,-,1
About cheating,f41l,0.68789601667008138,+,1
null,f41m,0.23999999999999999,-,1
About drinking alcohol,f41n,2.7517678397437389e-05,+,1
About smoking,f41o,1.130822089475761,+,1
About bullying,f41p,2.1403836279962967,+,1
Somebody used my personal information in a way I didn't like,f43a,0.3243928012659138,-,1
The device (e.g.; phone; tablet; computer) I use got a virus or spyware,f43b,0.0048565136183683711,-,1
I lost money by being cheated on the internet,f43c,2.5115667074243384,-,1
Somebody used my password to access my information or to pretend to be me,f43d,0.0033558146123139005,-,1
Somebody created a page or image about me that was hostile or hurtful,f43e,0.0078252181081259579,+,1
I spent too much money on online games or in-app purchases,f43f,2.4715569785644131,-,1
I was asked to make an in-app purchase when playing an online game (e.g.; to do well in the game),f43g,1.6752674327092192,-,1
Someone found out where I was because they tracked my phone or device,f43h,0.43582363098674337,-,1
I have gone without eating or sleeping because of the time I spent on the internet,f45a,0.24170338300801339,-,1
I have experienced conflicts with family or friends because of the time I spent on the internet,f45b,0.0054543493641054748,+,1
My grades have dropped because of the time I spent on the internet,f45c,8.5998735684570207,-,1
I have tried unsuccessfully to spend less time on the internet,f45d,0.016925916310634212,-,1
I think the amount of time I spend on the internet causes problems for me,f45e,0.50753017402439515,+,1
null,f45f,5.9202712682405219,+,1
null,h1,0.3247972172446198,-,1
Your mother or father (including step/foster mother or father),h2a,0.0098105028248317086,+,1
Your brother or sister (including step siblings),h2b,2.7974239876995146e-05,+,1
Cousin,h2i,0.33782092624374482,+,1
Aunt/Uncle,h2j,0.48940873498769399,-,1
Grandfather/Grandmother,h2k,0.65869474698762009,-,1
A friend around my age,h2c,2.2968911148670892,+,1
Boyfriend/Girlfriend,h2l,0.35581428017682176,+,1
A teacher,h2d,1.7283328226468373,-,1
Classmate,h2m,0.13293407457784828,+,1
Someone whose job it is to help children [give examples if needed],h2e,0.05180453675629984,+,1
Nanny,h2n,0.52963006917073818,-,1
Godfather/Godmother,h2o,1.7328817319322811,-,1
Priest/Pastor/Nun,h2p,0.00109050059705371,-,1
Neighbor,h2q,2.3162699256080685,-,1
Another adult you trust,h2f,0.023798563169001481,-,1
Someone else,h2g,3.1847577807016725,-,1
No one,h2h,3.2341321313650582,-,1
null,i1,0.29245869276467806,+,1
When I speak someone listens to what I say,i2a,0.81192083809903759,+,1
My family really tries to help me,i2b,0.86623955176347867,+,1
I feel safe at home,i2c,1.5922608141853463,+,1
My parent(s)/carer(s) sets rules about what I can do at home,i3b,1.9516644768573448,+,1
My parent(s)/carer(s) sets rules about what I can do outside the home,i3c,1.3551087024379527,+,1
My parent(s)/carer(s) tells me when I am doing something well,i3d,0.63063933855731802,+,1
My parent(s)/carer(s) praises me for behaving well,i3a,0.99180014950315454,+,1
Encourages me to explore and learn things on the internet,i4a,0.022076084133313398,+,1
Suggests ways to use the internet safely,i4b,0.1623787037689769,+,1
Talks to me about what I do on the internet,i4c,0.42532776111724957,+,1
Sits with me while I use the internet,i4d,0.094476486553744257,+,1
Stays nearby when I use the internet,i4e,1.1573117043721854,+,1
Does shared activities together with me on the internet,i4f,0.3486430982884372,+,1
Talks to me about what to do if something online bothers or upsets me,i4g,0.84545219150881612,+,1
Helps me when something is difficult to do or find on the internet,i4h,0.23923211773725661,+,1
Explains why some websites are appropriate or inappropriate,i4i,0.31825948850902175,+,1
Helps me when something bothers me on the internet,i4j,1.0407664247010269,+,1
Talks to me about the commercial activities I am exposed to online,i4k,0.63737301181494177,-,1
Told my parent/carer about things that bother or upset me on the internet,i5a,0.34175825554603034,+,1
Helped my parent/carer to do something they found difficult on the internet,i5b,3.4710262426464009,+,1
Started a discussion with my parent/carer about what I do on the internet,i5c,2.8363562103310622,+,1
Asked for my parent's/carer's advice on how I should act online,i5d,0.18704081714535803,+,1
Asked my parent/carer for something that I have seen advertised online,i5e,8.1195582556172461e-05,-,1
Ask for your parent's/carer's help with a situation on the internet that I could not handle,i5f,0.76186334204614359,+,1
Use a web or phone camera (e.g.; for Skype or video chat),i6a,0.12931801764937709,+,1
Download music or films,i6b,0.0015333128974852378,-,1
Visit a social networking site (e.g.; Facebook; [insert local terms]),i6c,0.057390707248430942,+,1
Watch video clips (e.g.; on YouTube),i6d,0.17359189387461393,+,1
Play games with other people online,i6e,11.591672829970921,+,1
Visit a chat room,i6f,0.24080007354728236,+,1
Use instant messaging,i6g,0.66789553509522892,+,1
Read/watch news online,i6h,0.03056347515064424,-,1
Use the internet for school work,i6i,0.10544987490909216,-,1
Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed]),i6j,6.8617609314546302,+,1
Put (or post) photos; videos or music online to share with others (including social networking or instant messaging),i6k,0.014265377191430218,+,1
null,i7a,0.34080124658132127,+,1
null,i7b,0.00093085814667051396,+,1
null,i7c,0.044411915757607973,+,1
null,i7d,0.081693527908685143,-,1
null,i7e,0.0071401101052703895,+,1
null,i7f,0.0083758654425339866,+,1
null,i7g,0.066441340694918569,+,1
null,i7h,1.0804758601540903,+,1
null,i7i,0.40916180766513754,-,1
null,i8a,0.51471643382942556,+,1
null,i8b,0.23626616181943044,-,1
null,i8c,0.0026700594367141382,+,1
null,i8d,0.33939471429836154,-,1
null,i8e,1.3396701090879746,-,1
null,i8f,1.9213917744849458,-,1
null,j1,1.0962887471469975,+,1
Suggested ways to use the internet safely,j5a,1.5277685822349008,+,1
Encouraged me to explore and learn things on the internet,j5b,0.0,-,1
Made rules about what I can do on the internet at school,j5c,0.079726032757091267,+,1
